218477026532584;1;1.115698;1.2641385;1.2641385;9.0476885;
218477046552200;1;1.8962077;1.2569559;1.2569559;9.409213;
218477066541200;1;1.5490485;1.0630256;1.0630256;9.720459;
218477086560815;1;0.8571242;1.2952632;1.2952632;9.112331;
218477106549738;1;1.0965444;1.3670892;1.3670892;9.119514;
218477126538738;1;2.4947581;1.3144168;1.3144168;9.737218;
218477146558354;1;1.2497733;1.2354081;1.2354081;9.5385;
218477166547354;1;1.115698;1.352724;1.352724;9.040505;
218477186536277;1;1.6160861;1.1875241;1.1875241;9.378088;
218477206555892;1;2.0398598;1.055843;1.055843;9.624691;
218477226544893;1;1.5897499;1.1444284;1.1444284;9.346964;
218477246533816;1;1.055843;1.2018893;1.2018893;9.255983;
218477266553431;1;1.6089035;1.1659763;1.1659763;9.469068;
218477286542431;1;1.6831238;1.1755531;1.1755531;9.41879;
218477306562047;1;1.4460979;1.1971009;1.1971009;9.222465;
218477326550970;1;1.4149733;1.1875241;1.1875241;9.370906;
218477346539970;1;1.7836803;1.2401965;1.2401965;9.466674;
218477366559585;1;1.733402;1.2880806;1.2880806;9.315839;
218477386548508;1;1.4197617;1.2401965;1.2401965;9.303867;
218477406537508;1;1.6424223;1.1492168;1.1492168;9.409213;
218477426557124;1;1.8195933;1.1372458;1.1372458;9.397242;
218477446546047;1;1.6567876;1.1133038;1.1133038;9.378088;
218477466535047;1;1.3551182;1.1587936;1.1587936;9.404425;
218477486554662;1;1.4077905;1.1611878;1.1611878;9.380483;
218477506543662;1;1.6472107;1.1731589;1.1731589;9.423578;
218477526532586;1;1.3790601;1.1994951;1.1994951;9.358934;
218477546552201;1;1.3838485;1.2737153;1.2737153;9.272743;
218477566541201;1;1.6663644;1.3311762;1.3311762;9.404425;
218477586560816;1;1.3982137;1.3742718;1.3742718;9.44752;
218477606549740;1;1.3862427;1.3838485;1.3838485;9.354146;
218477626538740;1;1.5682021;1.3479356;1.3479356;9.382876;
218477646558355;1;1.6424223;1.3096284;1.3096284;9.43076;
218477666547355;1;1.4939818;1.283292;1.283292;9.390059;
218477686536278;1;1.4389153;1.2569559;1.2569559;9.41879;
218477706555894;1;1.5442601;1.2306197;1.2306197;9.435549;
218477726544894;1;1.4556746;1.2186487;1.2186487;9.3733;
218477746533817;1;1.4030021;1.2354081;1.2354081;9.363723;
218477766553432;1;1.4700398;1.2282255;1.2282255;9.411607;
218477786542432;1;1.4772224;1.2234371;1.2234371;9.481039;
218477806562048;1;1.4460979;1.2401965;1.2401965;9.378088;
218477826550971;1;1.2808979;1.2042835;1.2042835;9.370906;
218477846539971;1;1.3718776;1.1563994;1.1563994;9.416395;
218477866559586;1;1.4197617;1.1204864;1.1204864;9.411607;
218477886548509;1;1.364695;1.1109096;1.1109096;9.411607;
218477906537510;1;1.3694834;1.1611878;1.1611878;9.466674;
218477926557125;1;1.3694834;1.2210429;1.2210429;9.382876;
218477946546048;1;1.3982137;1.2593501;1.2593501;9.437943;
218477966535048;1;1.400608;1.2306197;1.2306197;9.421184;
218477986554664;1;1.5155296;1.2665327;1.2665327;9.394848;
218478006543664;1;1.5155296;1.2138603;1.2138603;9.394848;
218478026532587;1;1.6208745;1.2976574;1.2976574;9.411607;
218478046552202;1;1.5682021;1.3551182;1.3551182;9.385271;
218478066541202;1;1.5945383;1.3862427;1.3862427;9.346964;
218478086560818;1;1.6879122;1.3359646;1.3359646;9.375694;
218478106549818;1;1.7477672;1.2856863;1.2856863;9.423578;
218478126538741;1;1.6208745;1.3311762;1.3311762;9.332599;
218478146558356;1;1.5059528;1.328782;1.328782;9.291897;
218478166547279;1;1.4628572;1.2521675;1.2521675;9.471462;
218478186536279;1;1.412579;1.2066777;1.2066777;9.433155;
218478206555895;1;1.4676456;1.163582;1.163582;9.421184;
218478226544895;1;1.4748282;1.1324574;1.1324574;9.43076;
218478246533818;1;1.5490485;1.0726024;1.0726024;9.449914;
218478266553433;1;1.6017209;1.043872;1.043872;9.399636;
218478286542434;1;1.8411411;1.1085154;1.1085154;9.370906;
218478306562049;1;1.8267759;1.1947067;1.1947067;9.375694;
218478326550972;1;1.7357962;1.3335704;1.3335704;9.349358;
218478346539972;1;1.8459295;1.4077905;1.4077905;9.382876;
218478366559588;1;1.769315;1.4053963;1.4053963;9.40203;
218478386548511;1;1.7405846;1.3623008;1.3623008;9.3421755;
218478406537511;1;1.7764976;1.316811;1.316811;9.370906;
218478426557126;1;1.7310078;1.2785037;1.2785037;9.457097;
218478446546126;1;1.5562311;1.2138603;1.2138603;9.414001;
218478466535049;1;1.4556746;1.1947067;1.1947067;9.3733;
218478486554665;1;1.4891934;1.1611878;1.1611878;9.421184;
218478506543665;1;1.4389153;1.0869676;1.0869676;9.368511;
218478526532588;1;1.472434;1.0390835;1.0390835;9.390059;
218478546552203;1;1.3718776;1.0414777;1.0414777;9.459491;
218478566541203;1;1.4341269;1.1324574;1.1324574;9.411607;
218478586560819;1;1.3192052;1.1563994;1.1563994;9.406818;
218478606549742;1;1.3910311;1.1875241;1.1875241;9.378088;
218478626538742;1;1.364695;1.2066777;1.2066777;9.454702;
218478646558357;1;1.4317327;1.2880806;1.2880806;9.385271;
218478666547357;1;1.4556746;1.328782;1.328782;9.478644;
218478686536281;1;1.3814543;1.3096284;1.3096284;9.394848;
218478706555896;1;1.5921441;1.2880806;1.2880806;9.40203;
218478726544896;1;1.5753847;1.2282255;1.2282255;9.397242;
218478746533819;1;1.6903064;1.2186487;1.2186487;9.394848;
218478766553435;1;1.4580688;1.2138603;1.2138603;9.351752;
218478786542435;1;1.6352397;1.2449849;1.2449849;9.375694;
218478806562050;1;1.5346833;1.2425907;1.2425907;9.406818;
218478826550973;1;1.5394717;1.2976574;1.2976574;9.425972;
218478846539973;1;1.5131354;1.4101849;1.4101849;9.483433;
218478866559589;1;1.3934253;1.2282255;1.2282255;9.215282;
218478886548512;1;1.6687586;1.2066777;1.2066777;9.485827;
218478906537512;1;1.0893618;1.1994951;1.1994951;9.325416;
218478926557127;1;1.7166426;1.3383588;1.3383588;9.227253;
218478946546050;1;1.1109096;1.2641385;1.2641385;9.32781;
218478966535051;1;1.697489;1.328782;1.328782;9.411607;
218478986554666;1;1.6232687;1.2761095;1.2761095;9.409213;
218479006543666;1;1.328782;1.2856863;1.2856863;9.387665;
218479026532589;1;1.4820108;1.3862427;1.3862427;9.452309;
218479046552205;1;1.2258313;1.3024458;1.3024458;9.296685;
218479066541205;1;1.70946;1.2282255;1.2282255;9.339781;
218479086560820;1;1.328782;1.1923125;1.1923125;9.457097;
218479106549820;1;1.6184803;1.3096284;1.3096284;9.454702;
218479126538743;1;1.2976574;1.3383588;1.3383588;9.299079;
218479146558359;1;2.2242134;0.9696517;0.9696517;9.006987;
218479166547282;1;1.9967642;1.0773908;1.0773908;9.706094;
218479186536282;1;1.8028339;1.4437037;1.4437037;9.725247;
218479206555897;1;1.1971009;1.1803415;1.1803415;9.16261;
218479226544897;1;1.3718776;1.5442601;1.5442601;9.421184;
218479246533820;1;2.2146366;1.1659763;1.1659763;9.217676;
218479266553436;1;0.533907;1.0749966;1.0749966;8.7292595;
218479286542436;1;2.171541;1.2689269;1.2689269;9.49301;
218479306562051;1;0.7326257;1.352724;1.352724;9.315839;
218479326550974;1;1.2162545;1.553837;1.553837;9.457097;
218479346539975;1;1.5035586;1.4867992;1.4867992;9.49301;
218479366559590;1;0.6392518;1.1540052;1.1540052;9.471462;
218479386548513;1;1.6783354;1.2737153;1.2737153;9.471462;
218479406537513;1;1.1133038;1.1013328;1.1013328;9.440337;
