217075804685826,1,2.9783869,1.5179238,1.5179238,8.406042
217075824705518,1,1.8339585,0.91697925,0.91697925,9.655815
217075844694441,1,1.7262194,1.0821792,1.0821792,9.497798
217075864683595,1,2.743755,1.5370775,1.5370775,8.719683
217075884702980,1,2.420538,1.3024458,1.3024458,9.361329
217075904691980,1,1.7908629,1.1683705,1.1683705,9.605537
217075924711595,1,1.685518,1.4101849,1.4101849,8.89446
217075944700595,1,2.384625,1.3239936,1.3239936,9.174581
217075964689519,1,2.1332338,1.1180922,1.1180922,9.842564
217075984709134,1,1.5107412,1.2785037,1.2785037,9.25359
217076004698134,1,1.9009962,1.328782,1.328782,9.030929
217076024687288,1,2.1284454,1.1300632,1.1300632,9.516952
217076044706673,1,1.8698715,1.0271125,1.0271125,9.40203
217076064695673,1,1.9895816,1.1252748,1.1252748,8.968679
217076084684827,1,2.183512,0.94570965,0.94570965,9.248801
217076104704211,1,2.4875755,0.90500826,0.90500826,9.497798
217076124693211,1,2.2361844,1.043872,1.043872,9.081207
217076144682365,1,2.1404164,0.9864111,0.9864111,9.14585
217076164701827,1,2.4732103,0.9816227,0.9816227,9.358934
217076184690750,1,2.4660277,1.0869676,1.0869676,9.248801
217076204710365,1,2.1021092,1.1755531,1.1755531,9.064447
217076224699365,1,2.087744,1.1540052,1.1540052,9.184157
217076244688288,1,2.2649148,1.2306197,1.2306197,9.3661175
217076264707904,1,1.8986019,0.1316811,0.1316811,9.998186
217076284696904,1,2.0685902,0.866701,0.866701,8.470686
217076304686058,1,2.207454,0.81642276,0.81642276,8.236053
217076324705443,1,2.0901382,1.3383588,1.3383588,8.6095495
217076344694443,1,2.2361844,1.3431472,1.3431472,9.485827
217076364683366,1,1.9297266,1.2234371,1.2234371,9.622296
217076384703058,1,2.2744915,1.2856863,1.2856863,9.378088
217076404691981,1,2.695871,2.669535,2.669535,7.4387846
217076424711597,1,0.9528923,0.50757074,0.50757074,11.473015
217076444700597,1,1.4915876,2.1906946,2.1906946,7.9008656
217076464689520,1,5.046977,0.94092125,0.94092125,8.90643
217076484709135,1,2.2098482,0.35434186,0.35434186,9.49301
217076504698135,1,2.3104045,0.8283938,0.8283938,9.840169
217076524687058,1,4.357447,0.60812724,0.60812724,8.147469
217076544706751,1,3.2704794,0.80924016,0.80924016,9.41879
217076564695674,1,1.8483237,0.81881696,0.81881696,9.404425
217076584684828,1,2.018312,1.4317327,1.4317327,8.798691
217076604704289,1,3.1411927,1.1372458,1.1372458,9.32781
217076624693212,1,2.0254946,0.8882488,0.8882488,9.821015
217076644682366,1,1.5562311,1.1611878,1.1611878,8.822633
217076664701828,1,1.9680338,1.1611878,1.1611878,9.26556
217076684690751,1,1.8698715,0.9983821,0.9983821,9.76116
217076704710366,1,1.2761095,1.3814543,1.3814543,9.19134
217076724699367,1,1.3000516,1.6065093,1.6065093,8.674192
217076744688290,1,1.1803415,1.7884687,1.7884687,9.186552
217076764707905,1,1.2330139,1.2066777,1.2066777,9.576807
217076784696905,1,2.018312,1.8435353,1.8435353,9.742006
217076804685828,1,0.093373865,1.6879122,1.6879122,8.643068
217076824705521,1,1.8411411,1.5394717,1.5394717,9.540894
217076844694444,1,2.2697031,1.5849615,1.5849615,9.49301
217076864683598,1,1.3862427,1.3431472,1.3431472,8.7292595
217076884702982,1,1.8148049,1.067814,1.067814,9.440337
217076904424662,1,1.8698715,1.0821792,1.0821792,9.579201
