GPS;-29.621283333333334;-51.1276;1.3032767;1667138470000;;;
GPS;-29.621331666666666;-51.12773333333333;2.7161891;1667138473000;;;
GPS;-29.62136333333334;-51.12784;3.796591;1667138475000;;;
GPS;-29.62139833333333;-51.12795500000001;4.7390475;1667138477000;;;
GPS;-29.62144;-51.12807333333333;5.397892;1667138479000;;;
GPS;-29.621483333333337;-51.1282;5.8765836;1667138481000;;;
GPS;-29.621483333333337;-51.1282;5.8765836;1667138481000;;;
GPS;-29.621528333333337;-51.128335;6.3326273;1667138483000;;;
GPS;-29.621575;-51.128476666666664;6.5549874;1667138485000;;;
GPS;-29.62162;-51.12862499999999;6.961618;1667138487000;;;
GPS;-29.621658333333336;-51.12878333333333;8.126949;1667138489000;;;
GPS;-29.621705;-51.128946666666664;8.560346;1667138491000;;;
GPS;-29.62177166666667;-51.129128333333334;9.2438965;1667138493000;;;
GPS;-29.62183;-51.12931333333333;9.534715;1667138495000;;;
GPS;-29.62189;-51.129495;10.026789;1667138497000;;;
GPS;-29.62192166666667;-51.12959833333333;9.981493;1667138498000;;;
GPS;-29.62198;-51.129805000000005;10.178117;1667138500000;;;
GPS;-29.622015;-51.12991166666667;10.5446;1667138501000;;;
GPS;-29.622046666666666;-51.13001333333333;10.308857;1667138502000;;;
GPS;-29.622075000000002;-51.130121666666675;10.076202;1667138503000;;;
GPS;-29.622105;-51.130221666666664;9.971199;1667138504000;;;
GPS;-29.62214333333333;-51.13032166666667;10.30268;1667138505000;;;
GPS;-29.622178333333334;-51.130424999999995;10.193044;1667138506000;;;
GPS;-29.62221833333333;-51.130526666666675;10.574453;1667138507000;;;
GPS;-29.622259999999997;-51.13062333333334;10.695928;1667138508000;;;
GPS;-29.62230833333333;-51.130720000000004;10.723722;1667138509000;;;
GPS;-29.622360000000004;-51.13081333333333;10.8827715;1667138510000;;;
GPS;-29.622411666666668;-51.13091166666666;10.887404;1667138511000;;;
GPS;-29.62247166666667;-51.13100166666666;10.880713;1667138512000;;;
GPS;-29.622531666666667;-51.131085;11.121088;1667138513000;;;
GPS;-29.622596666666663;-51.13117166666666;11.101529;1667138514000;;;
GPS;-29.62266833333333;-51.131254999999996;11.19315;1667138515000;;;
GPS;-29.622745000000002;-51.13133;11.39595;1667138516000;;;
GPS;-29.622745000000002;-51.13133;11.39595;1667138516000;;;
GPS;-29.622808333333335;-51.131416666666674;11.424774;1667138517000;;;
GPS;-29.622881666666665;-51.131506666666674;11.623972;1667138518000;;;
GPS;-29.622959999999996;-51.13159333333333;12.082589;1667138519000;;;
GPS;-29.62304;-51.13168;12.25811;1667138520000;;;
GPS;-29.623115;-51.131764999999994;12.128915;1667138521000;;;
