803320685464820;3;0.19730948;0.12767084;-0.06047566;
803320705453743;3;0.19730948;0.12767084;-0.06047566;
803320725472743;3;0.19730948;0.12767084;-0.06047566;
803320745462358;3;0.19730948;0.12767084;-0.06047566;
803320765456512;3;-0.05131268;0.014049901;-0.077579886;
803320785476204;3;0.13194689;0.0036651916;0.15210545;
803320805465051;3;-0.0030543262;0.02443461;0.076358154;
803320825484743;3;-0.103847094;0.021991149;-0.059253927;
803320845473666;3;0.03481932;0.0061086523;0.07147124;
803320865462358;3;0.054367006;0.02565634;0.2003638;
803320885482359;3;-0.06536258;6.1086525E-4;0.10323623;
803320905471282;3;-0.018325957;-0.0018325958;0.02687807;
803320925460205;3;0.05497787;-0.005497787;0.1337795;
803320945479897;3;-0.013439035;0.0030543262;0.17715092;
803320965468820;3;-0.047647487;0.0061086523;0.065973446;
803320985457743;3;0.028099801;-0.007941248;0.02565634;
803321005477359;3;0.023823744;0.007330383;0.09773844;
803321025466282;3;-0.04337143;0.03726278;0.10751228;
803321045455282;3;-0.004276057;0.018936822;0.035430185;
803321065474974;3;0.031154128;0.014049901;-0.0018325958;
803321085463897;3;-0.016493361;0.015271631;0.01038471;
803321105483590;3;-0.0061086523;0.04153884;-0.0036651916;
803321125472744;3;0.018325957;0.034208454;-0.0030543262;
803321145461436;3;0.0012217305;0.039095376;0.0036651916;
803321165481128;3;-0.009162978;0.01282817;-0.004886922;
803321185470282;3;0.03176499;0.03604105;-0.016493361;
803321205459205;3;0.016493361;0.04153884;0.009773844;
803321225478667;3;-0.019547688;0.021991149;0.01282817;
803321245467821;3;0.005497787;0.040927973;-0.030543262;
803321265456513;3;0.026267206;0.022602014;-0.037873644;
803321285476436;3;0.007941248;0.055588737;-0.017104227;
803321305465360;3;-0.01038471;0.014660766;-0.0067195175;
803321325484744;3;-0.0012217305;0.018936822;-0.028099801;
803321345473744;3;0.018936822;0.05131268;-0.014049901;
803321365462975;3;-0.0030543262;-0.007941248;0.015882496;
803321385482360;3;-0.01038471;0.04886922;-0.019547688;
803321405471591;3;0.019547688;0.03176499;-0.036651913;
803321425460514;3;0.009162978;0.030543262;-0.0842994;
803321445480206;3;0.015882496;0.015271631;-0.16126843;
803321465469052;3;0.02443461;0.053145275;-0.16249016;
803321485458052;3;0.009162978;0.047647487;-0.09407325;
803321505477668;3;-0.02443461;0.01160644;-0.12217305;
803321525465437;3;0.02443461;0.111177474;-0.10629055;
803321545455283;3;0.0012217305;-0.103847094;0.062308256;
803321565474591;3;0.0067195175;0.08368854;0.10934488;
803321585463206;3;0.002443461;0.050701816;0.15088372;
803321605483514;3;0.0;-0.06963864;0.096516706;
803321625472514;3;0.017104227;-0.18509217;-0.013439035;
803321645460437;3;-0.01282817;0.2773328;0.13805555;
803321665479899;3;-0.0036651916;-0.17104226;0.2950479;
803321685470591;3;-0.0036651916;-0.02443461;-0.03848451;
803321705457745;3;0.02443461;0.21991149;-0.07574729;
803321725477668;3;-0.017104227;-0.21563543;0.267559;
803321745467822;3;0.040317107;0.15821409;-0.15210545;
803321765456745;3;0.015271631;-0.07391469;-0.10567969;
803321785476515;3;-0.032986723;0.022602014;0.10323623;
803321805465668;3;-0.005497787;0.06658431;0.06291912;
803321825485053;3;0.025045475;-0.053145275;-0.07941248;
803321845474053;3;0.027488936;0.0030543262;-0.086132;
803321865462899;3;0.004886922;-0.002443461;0.052534413;
803321885482592;3;-0.018936822;0.002443461;0.069027774;
803321905471515;3;0.002443461;-0.0018325958;-0.0421497;
803321925460438;3;0.021380283;0.0;-0.047647487;
803321945479900;3;-0.010995574;-0.023823744;0.020158553;
803321965469053;3;0.004276057;-0.031154128;-0.028099801;
803321985478900;3;0.034208454;0.0067195175;-0.0842994;
803322021038592;3;0.034208454;0.0067195175;-0.0842994;
803322040961977;3;0.034208454;0.0067195175;-0.0842994;
803322060981438;3;0.034208454;0.0067195175;-0.0842994;
803322080970361;3;0.034208454;0.0067195175;-0.0842994;
803322101025131;3;0.0036651916;-6.1086525E-4;-0.004886922;
803322120978977;3;0.01160644;-0.04337143;-0.05497787;
803322140968131;3;6.1086525E-4;-0.028099801;-0.010995574;
803322160957131;3;-0.0018325958;-0.02321288;0.007330383;
803322181042362;3;0.007941248;-0.023823744;0.008552114;
803322200965746;3;0.015882496;-0.0061086523;0.035430185;
803322220985362;3;-0.014049901;-0.0067195175;0.036651913;
803322240974285;3;0.0012217305;0.0061086523;0.009773844;
803322261028823;3;0.03604105;-0.050701816;-0.016493361;
803322280982670;3;-0.0030543262;-0.004886922;-0.049480084;
803322300971900;3;-0.017104227;-0.023823744;-0.04337143;
803322320961054;3;0.004276057;-0.017715093;-0.056199603;
803322341046054;3;6.1086525E-4;0.007941248;-0.064751714;
803322360969439;3;0.0067195175;-0.021991149;-0.03359759;
803322380958285;3;0.0061086523;0.004886922;-0.02565634;
803322400977978;3;0.012217305;-0.02565634;-0.034208454;
803322421032439;3;-0.0012217305;-0.029321533;-0.03359759;
803322440986362;3;-0.021380283;-0.03481932;-0.018936822;
