GPS;-29.6206785;-51.1272031;0.0;1667137207119;;;
GPS;-29.621291666666668;-51.127604999999996;1.1339331;1667137225000;;;
GPS;-29.621326666666665;-51.127721666666666;2.3399272;1667137228000;;;
GPS;-29.621370000000002;-51.12787;3.8887265;1667137231000;;;
GPS;-29.621403333333333;-51.12798166666666;4.6422796;1667137233000;;;
GPS;-29.621443333333332;-51.12810666666666;5.299065;1667137235000;;;
GPS;-29.62149;-51.128235;5.8894515;1667137237000;;;
GPS;-29.621539999999996;-51.12837;7.525239;1667137239000;;;
GPS;-29.621584999999996;-51.12851333333333;7.9596643;1667137241000;;;
GPS;-29.621584999999996;-51.12851333333333;7.9596643;1667137241000;;;
GPS;-29.621625;-51.12867166666667;8.176362;1667137243000;;;
GPS;-29.621671666666664;-51.12884833333332;9.005065;1667137245000;;;
GPS;-29.621730000000003;-51.129038333333334;9.442579;1667137247000;;;
GPS;-29.621764999999996;-51.129135;9.757589;1667137248000;;;
GPS;-29.621826666666667;-51.12932666666667;9.963478;1667137250000;;;
GPS;-29.62184666666667;-51.12942833333333;9.974802;1667137251000;;;
GPS;-29.62187666666667;-51.12952833333334;9.961934;1667137252000;;;
GPS;-29.621910000000003;-51.12962833333333;10.344887;1667137253000;;;
GPS;-29.621943333333334;-51.12973166666667;10.738135;1667137254000;;;
GPS;-29.621975;-51.12984166666667;10.94145;1667137255000;;;
GPS;-29.622006666666667;-51.129949999999994;11.100499;1667137256000;;;
GPS;-29.622040000000002;-51.13005833333333;11.322345;1667137257000;;;
GPS;-29.622075000000002;-51.13017;11.304844;1667137258000;;;
GPS;-29.62211166666667;-51.13027999999999;11.143736;1667137259000;;;
GPS;-29.62215;-51.13039333333333;11.410362;1667137260000;;;
GPS;-29.622196666666664;-51.1305;11.644561;1667137261000;;;
GPS;-29.62224666666667;-51.13060666666667;11.537498;1667137262000;;;
GPS;-29.622298333333333;-51.130714999999995;11.575588;1667137263000;;;
GPS;-29.62235333333333;-51.13081833333334;11.755226;1667137264000;;;
GPS;-29.62241;-51.130919999999996;11.873097;1667137265000;;;
GPS;-29.622473333333332;-51.131025;12.174725;1667137266000;;;
GPS;-29.622543333333336;-51.131119999999996;12.15568;1667137267000;;;
GPS;-29.622616666666666;-51.13120666666667;12.288478;1667137268000;;;
GPS;-29.622693333333338;-51.13129666666667;12.534;1667137269000;;;
GPS;-29.62277166666667;-51.13138166666666;12.763052;1667137270000;;;
GPS;-29.622854999999998;-51.131485000000005;13.106887;1667137271000;;;
GPS;-29.622941666666666;-51.13158333333334;13.305055;1667137272000;;;
GPS;-29.62302833333333;-51.131686666666674;13.605653;1667137273000;;;
GPS;-29.623115;-51.13179;13.84088;1667137274000;;;
GPS;-29.623115;-51.13179;13.84088;1667137274000;;;
GPS;-29.62320333333333;-51.13189166666666;14.103904;1667137275000;;;
GPS;-29.623276666666666;-51.132001666666675;13.719921;1667137276000;;;
GPS;-29.623334999999997;-51.132123333333325;13.266451;1667137277000;;;
GPS;-29.62338333333333;-51.13225666666667;13.300937;1667137278000;;;
GPS;-29.623408333333334;-51.13239166666667;13.151668;1667137279000;;;
GPS;-29.623421666666665;-51.132531666666665;12.947323;1667137280000;;;
GPS;-29.623426666666667;-51.13267166666666;13.209831;1667137281000;;;
GPS;-29.623424999999997;-51.132803333333335;13.355497;1667137282000;;;
GPS;-29.623418333333333;-51.13293999999999;13.383807;1667137283000;;;
GPS;-29.62341333333333;-51.13308;13.578887;1667137284000;;;
GPS;-29.62341666666667;-51.133226666666665;13.684919;1667137285000;;;
GPS;-29.623418333333333;-51.13337333333334;14.076623;1667137286000;;;
GPS;-29.62343166666667;-51.13351833333333;14.063241;1667137287000;;;
GPS;-29.623453333333334;-51.13365999999999;14.07302;1667137288000;;;
GPS;-29.623493333333332;-51.133805;13.714259;1667137289000;;;
GPS;-29.623546666666666;-51.133935;13.900588;1667137290000;;;
GPS;-29.62361333333333;-51.13406166666667;14.238761;1667137291000;;;
GPS;-29.623685000000002;-51.13417833333333;14.218172;1667137292000;;;
GPS;-29.62376;-51.13430166666667;14.257291;1667137293000;;;
GPS;-29.623845;-51.13442;14.487371;1667137294000;;;
GPS;-29.623931666666667;-51.13453333333334;14.327807;1667137295000;;;
GPS;-29.624020000000005;-51.134645;14.355603;1667137296000;;;
GPS;-29.624105;-51.13475833333334;14.324719;1667137297000;;;
GPS;-29.624185000000004;-51.13487833333333;14.116257;1667137298000;;;
GPS;-29.62426833333333;-51.134996666666666;14.214569;1667137299000;;;
GPS;-29.624353333333335;-51.13510333333333;14.006106;1667137300000;;;
GPS;-29.62443;-51.13520666666667;12.780038;1667137301000;;;
