319786733027731,2,-4.7999997,-16.8,18.72
319786753077500,2,-4.7999997,-16.619999,19.199999
319786773032961,2,-4.74,-16.32,19.32
319786793022423,2,-4.74,-16.08,18.9
319786813056577,2,-4.7999997,-15.839999,19.199999
319786833040038,2,-4.74,-15.78,18.6
319786853050808,2,-4.8599997,-15.54,18.48
319786873023346,2,-5.04,-15.599999,18.9
319786893136269,2,-4.8599997,-15.839999,18.779999
319786913015731,2,-5.4,-16.199999,19.14
319786933142500,2,-5.46,-16.38,18.9
319786953055962,2,-5.1,-16.74,18.48
319786973029577,2,-5.7599998,-16.92,18.539999
319786993020039,2,-5.7,-16.38,18.24
319787013032962,2,-5.52,-16.44,18.42
319787033131654,2,-5.64,-16.14,18.84
319787053064039,2,-5.22,-16.14,18.84
319787073141270,2,-4.92,-16.56,18.72
319787093012039,2,-4.7999997,-16.56,18.539999
319787113028347,2,-4.7999997,-16.68,18.119999
319787133025885,2,-5.04,-16.199999,18
319787153043655,2,-4.98,-15.96,18.119999
319787173035655,2,-5.16,-15.96,18.24
319787193019347,2,-5.22,-15.719999,18.6
319787213014193,2,-5.22,-16.02,18.6
319787233065193,2,-5.64,-16.26,18.539999
319787253047963,2,-5.46,-16.44,18.48
319787273272270,2,-5.16,-16.859999,18.18
319787293289578,2,-5.3399997,-16.56,18.119999
319787313226193,2,-5.2799997,-16.44,18.18
319787333072270,2,-5.46,-16.02,18.539999
319787353270501,2,-5.58,-16.14,18.66
319787373085271,2,-4.98,-16.619999,19.08
319787393154809,2,-5.04,-16.38,19.199999
319787413091963,2,-4.98,-16.859999,19.14
319787433072578,2,-5.04,-16.5,19.32
319787453261578,2,-5.04,-16.44,18.96
319787473234117,2,-4.8599997,-16.74,19.02
319787493251348,2,-4.5,-16.26,18.72
319787513258809,2,-4.44,-16.14,18.84
319787533208271,2,-4.74,-16.26,19.08
319787553299656,2,-4.68,-16.08,18.6
319787573086809,2,-4.68,-16.619999,19.02
319787593263963,2,-4.2599998,-16.859999,18.66
319787613280886,2,-4.08,-16.56,18.42
319787633095117,2,-3.78,-16.619999,18.359999
319787653119963,2,-4.74,-16.32,18.24
319787673135425,2,-5.2799997,-16.38,18.42
319787693058733,2,-5.8199997,-16.02,18.66
319787713073502,2,-5.8799996,-16.02,19.08
319787733215425,2,-5.52,-15.599999,18.96
319787753131041,2,-5.52,-15.599999,18.779999
319787773129502,2,-5.1,-16.02,18.42
319787793236964,2,-5.16,-16.08,18.24
319787813222733,2,-4.44,-16.44,18.18
