ax,ay,az,gx,gy,gz,temp,volt,vel

-0.892597,-0.410612,0.814965,36.527058,0.121165,0.006942,-0.001066,7.640000,2777.167906

-0.887806,-0.405822,0.819755,36.529999,0.122229,0.008007,-0.000001,7.632000,2777.167906

-0.887806,-0.405822,0.819755,36.529999,0.122229,0.008007,-0.000001,7.640000,2777.167906

-0.887806,-0.405822,0.819755,36.529999,0.122229,0.008007,-0.000001,7.636000,2774.393535

-0.892597,-0.410612,0.814965,36.527058,0.121165,0.006942,-0.001066,7.644000,2776.612565

-0.887806,-0.405822,0.819755,36.529999,0.122229,0.008007,-0.000001,7.656000,2777.167906

-0.887806,-0.405822,0.819755,36.529999,0.122229,0.008007,-0.000001,7.652000,2776.612565

-0.887806,-0.405822,0.819755,36.529999,0.122229,0.008007,-0.000001,7.656000,2777.167906

-0.887806,-0.405822,0.819755,36.529999,0.122229,0.008007,-0.000001,7.656000,2772.177894

-0.887806,-0.405822,0.819755,36.529999,0.122229,0.008007,-0.000001,7.656000,2772.177894

-0.887806,-0.405822,0.819755,36.529999,0.122229,0.008007,-0.000001,7.652000,2776.612565

-0.887806,-0.405822,0.819755,36.529999,0.122229,0.008007,-0.000001,7.644000,2776.057437

-0.887806,2.022728,0.814965,36.527058,0.121165,0.006942,-0.001066,7.648000,2777.167906

-0.887806,-0.405822,0.819755,36.532940,-0.153405,-1.082824,-0.001066,7.652000,2776.612565

-0.887806,-0.405822,0.819755,36.529999,0.122229,0.008007,-0.000001,7.660000,2777.167906

-0.892597,-0.410612,0.814965,36.527058,0.121165,0.006942,-0.001066,7.656000,2776.612565

-0.892597,-0.410612,0.814965,36.527058,0.121165,0.006942,-0.001066,7.652000,2777.167906

-0.887806,-0.405822,0.819755,36.529999,0.122229,0.009071,-0.275636,7.660000,2776.057437

-0.887806,-0.405822,0.819755,36.529999,0.122229,0.008007,0.001063,7.656000,2776.612565

-0.887806,-0.405822,0.819755,36.529999,0.122229,0.008007,-0.000001,7.660000,2776.612565

-0.887806,-0.405822,0.819755,36.529999,0.122229,0.008007,-0.000001,7.668000,2776.612565

-0.887806,-0.405822,0.819755,36.529999,0.122229,0.008007,-0.000001,7.668000,2776.612565

-0.887806,-0.405822,0.819755,36.529999,0.122229,0.008007,-0.000001,7.656000,2776.612565

-0.887806,-0.405822,0.819755,36.529999,0.122229,0.008007,-0.000001,7.656000,2774.393535

-0.887806,-0.405822,0.819755,36.529999,0.122229,0.008007,-0.000001,7.656000,2776.612565

-0.887806,-0.405822,0.819755,36.529999,0.122229,0.008007,-0.000001,7.644000,2777.167906

-0.887806,-0.405822,0.819755,36.529999,0.122229,0.008007,0.542754,7.640000,2776.612565

-0.887806,-0.405822,0.819755,36.529999,0.122229,0.009071,-0.275636,7.628000,2777.167906

-0.887806,-0.405822,0.819755,36.529999,0.122229,0.008007,-0.000001,7.668000,2776.612565

-0.887806,-0.405822,0.819755,36.529999,0.122229,0.008007,-0.000001,7.680000,2776.612565

-0.887806,-0.405822,0.819755,36.529999,0.122229,0.008007,-0.000001,7.668000,2776.612565

-0.887806,-0.405822,0.819755,36.529999,0.122229,0.008007,-0.000001,7.664000,2776.057437

-0.887806,-0.405822,0.819755,36.529999,0.122229,0.009071,-0.275636,7.660000,2776.612565

-0.887806,-0.405822,0.819755,36.529999,0.122229,0.008007,-0.000001,7.672000,2776.612565

-0.887806,-0.405822,0.819755,36.529999,0.122229,0.008007,-0.000001,7.652000,2776.057437

