ax,ay,az,gx,gy,gz,temp,volt,vel

-1.309330,2.154454,9.219090,18.377058,-0.002209,-0.031163,-0.067683,3.924000,0.000000

-1.163234,2.444251,9.286150,18.385881,0.015910,-0.059941,-0.023983,3.744000,2731.819630

-1.259035,2.341265,9.353210,18.400587,0.008716,-0.071399,0.007460,3.624000,2747.495018

-1.306935,2.492151,9.314890,18.412352,0.005785,-0.084989,0.022648,3.532000,2709.960917

-1.105753,2.405931,9.362790,18.403528,0.012979,-0.100177,0.026112,3.444000,2696.803101

-1.026718,2.341265,9.341235,18.412352,0.014578,-0.113500,0.022648,3.356000,2761.702281

-0.744105,2.662198,9.231064,18.403528,0.026569,-0.117231,-0.013591,3.284000,2770.518653

-1.168024,2.353240,9.650192,18.429998,0.006318,-0.141479,0.006127,3.240000,2761.153297

-0.499813,2.544842,9.834609,18.421175,0.021772,-0.158532,0.031441,3.192000,2752.942057

-0.387247,2.101763,9.223879,18.418234,0.019108,-0.098845,0.009591,3.156000,1470.801764

-0.495023,2.377191,9.094548,18.424116,-0.005673,-0.107905,-0.021318,3.112000,695.126152

-0.607589,2.813084,9.884905,18.438822,0.042557,-0.120695,-0.007462,3.056000,2243.632236

-0.684230,2.362821,8.991562,18.456469,0.012713,-0.107905,0.061552,3.016000,2417.030428

-1.036298,2.032308,9.391530,18.480000,-0.027790,-0.115365,0.177463,2.980000,1858.880743

0.039066,2.595137,9.314890,18.465292,0.043622,-0.120961,0.220896,2.940000,1321.076941

-0.054340,2.777159,9.008327,18.468235,0.042290,-0.131886,0.161741,2.904000,2091.555850

-0.523764,2.954390,9.578342,18.456469,-0.029921,-0.159065,0.035971,2.864000,2642.908178

-0.425568,2.908885,9.465776,18.462351,0.059077,-0.133218,-0.039704,2.824000,2726.455860

-0.571664,2.202354,8.524533,18.474117,-0.013933,-0.163329,-0.033842,2.788000,2653.514098

-0.681835,3.617811,9.592712,18.477058,0.055880,-0.169724,-0.005864,2.752000,2629.893805

0.264198,2.013148,9.001143,18.468235,0.037760,-0.208627,0.051159,2.720000,2777.167906

0.199532,2.422696,8.598779,18.471176,0.059077,-0.187577,0.056222,2.664000,2704.155799

-0.013624,2.609508,9.185558,18.488823,-0.038182,-0.176652,0.015187,2.628000,2726.991284

-0.461493,3.318433,9.808264,18.488823,0.082792,-0.157733,-0.011193,2.592000,2744.779550

0.134867,2.061048,8.948452,18.497646,0.005785,-0.173454,-0.024516,2.556000,2771.624673

0.137262,3.371124,9.837004,18.500587,0.014045,-0.125491,-0.048498,2.520000,2740.986878

1.179096,1.984407,9.025092,18.497646,0.030299,-0.146542,-0.067683,2.484000,2711.019051

1.064134,2.863380,9.496911,18.482941,-0.049373,-0.135350,-0.065551,2.448000,2764.451438

1.895206,2.698123,9.468171,18.509411,0.094783,-0.064205,-0.057824,2.416000,2746.408068

1.056949,1.225186,8.479028,18.494705,-0.050972,-0.095914,-0.043168,2.376000,2772.731539

0.266593,3.847733,10.351933,18.518234,0.062541,-0.028499,-0.043168,2.344000,2639.893534

0.743202,3.385494,10.193862,18.515293,0.121163,-0.009580,0.055956,2.292000,2771.071451

1.183886,1.311407,8.033554,18.512352,-0.069624,-0.081791,0.173732,2.264000,2662.672870

-0.006439,4.389007,10.320798,18.497646,0.075331,0.043979,0.285646,2.232000,2689.490449

0.187557,3.270533,9.463381,18.535881,0.139016,0.016267,0.409285,2.188000,2758.958844

0.259408,1.675450,7.997629,18.521175,-0.114390,-0.087120,0.396761,2.148000,2606.201049

-0.274681,5.600887,10.725556,18.527058,0.104109,0.042913,0.365319,2.124000,2767.205892

1.071320,3.397469,8.167675,18.512352,0.051350,-0.080459,0.263797,2.092000,2722.179888

-1.829049,2.997501,9.029882,18.532940,-0.058699,-0.056744,0.185190,2.060000,2772.731539

-0.844696,2.350845,8.799960,18.538822,0.036428,-0.128156,0.102587,2.032000,2769.413481

-1.306935,1.847891,9.985496,18.553528,-0.021394,-0.028765,-0.020785,2.000000,2772.731539

0.786312,3.064561,8.598779,18.559410,-0.006206,-0.208094,-0.045300,1.960000,2772.731539

1.737135,2.298155,9.120893,18.550587,0.012446,-0.165460,-0.001867,1.960000,2761.702281

1.212626,1.742511,9.338840,18.547646,0.010848,-0.088719,0.040235,1.924000,2766.654578

1.674865,2.779554,9.080178,18.544704,0.027635,-0.094048,0.095659,1.892000,2763.351139

1.801800,1.680240,9.973520,18.553528,0.018308,-0.075929,0.144155,1.864000,2748.582603

2.309545,2.623878,9.238249,18.577057,-0.040846,0.034120,0.158810,1.800000,2771.071451

1.849701,2.199959,9.607082,18.574116,0.011647,0.067694,0.242746,1.756000,2609.139416

0.700091,2.326895,9.094548,18.588821,0.069203,0.081284,0.155080,1.724000,2430.568783

0.484540,2.128109,9.609477,18.579998,0.006318,0.038916,0.079404,1.700000,2698.375259

0.175582,2.125714,9.643007,18.588821,0.034829,0.030656,0.075408,1.668000,1563.016655

-0.121400,2.516102,9.518467,18.603529,-0.016598,0.050374,0.081536,1.628000,2555.362511

