ax,ay,az,gx,gy,gz,temp,volt,vel

0.173187,1.752090,9.487331,15.924116,0.002854,0.020797,0.093261,0.880000,0.000000

0.467775,1.699400,9.489726,15.944704,0.008183,0.024261,0.154014,0.876000,0.000000

0.616266,1.811966,9.439431,15.947645,0.012979,0.028791,0.094326,0.876000,0.000000

0.587526,2.108948,9.413086,15.944704,0.011647,0.037850,0.087398,0.876000,0.000000

0.594711,2.123319,9.393926,15.974117,0.007916,0.039982,0.058620,0.880000,0.000000

0.407899,2.410721,9.312495,15.944704,0.019374,0.058901,0.030908,0.876000,0.000000

0.427059,2.168824,9.429851,15.968235,0.005785,0.042647,0.082336,0.884000,0.000000

0.144447,1.993988,9.108918,15.988823,0.016443,0.059967,0.038902,0.880000,0.000000

0.359999,1.907767,9.700488,15.997646,-0.025924,0.042380,-0.081539,0.880000,0.000000

-0.454308,2.607113,8.977192,15.985882,0.010048,0.036252,-0.110050,0.884000,0.000000

0.575550,2.633458,9.571157,15.991764,-0.014733,0.018665,-0.146556,0.880000,0.000000

-1.486561,3.895633,9.654983,15.991764,0.030299,0.078619,-0.105787,0.876000,0.000000

-0.322582,2.937625,9.753179,15.994705,-0.021927,0.000013,-0.073012,0.880000,0.000000

-1.433871,3.318433,9.585527,16.021175,-0.004607,-0.048750,0.002930,0.880000,0.000000

-1.862579,3.193892,9.882509,16.006470,0.014312,-0.090851,-0.027713,0.940000,0.000000

-1.000372,2.911280,9.266990,16.021175,0.031365,-0.102042,-0.025049,0.976000,0.000000

-1.191974,3.795042,10.086086,16.018234,0.061475,-0.145209,-0.026115,1.008000,0.000000

-0.365692,4.233331,9.595107,16.032940,0.112636,-0.218486,0.091662,1.412000,0.000000

0.908458,3.098092,10.732741,16.041763,0.063341,-0.206229,0.111114,1.424000,0.000000

0.858163,2.851404,9.178373,16.038822,0.045754,-0.163595,0.149751,1.392000,0.000000

-1.285380,1.076695,8.661049,16.041763,-0.028589,-0.253127,0.039169,1.360000,0.000000

2.539467,2.147269,9.329260,16.050587,0.019108,-0.239803,-0.003199,1.372000,0.000000

-0.966842,2.214329,9.039463,16.050587,-0.062430,-0.175586,0.204109,1.348000,0.000000

2.316730,0.367769,9.168794,16.047646,-0.041912,-0.301090,0.144155,1.948000,0.000000

0.501305,3.011871,9.281360,16.050587,0.024970,-0.165194,0.176930,1.916000,0.000000

2.192189,2.214329,8.811935,16.053528,-0.127713,-0.267516,-0.038105,1.936000,0.000000

1.308426,2.726864,9.784313,16.059410,0.044422,-0.184379,-0.193187,3.060000,0.000000

1.397042,2.302945,9.666958,16.053528,-0.044577,-0.153470,-0.254473,3.720000,0.000000

1.907181,2.061048,9.199929,16.068233,-0.035517,-0.155335,-0.274458,3.852000,0.000000

2.242484,2.628668,10.155541,16.074116,0.032964,-0.123892,-0.186259,3.896000,0.000000

2.383790,2.384376,7.980864,16.079998,-0.017930,-0.088453,-0.183328,4.320000,0.000000

2.556232,2.614298,8.735295,16.085880,0.018575,-0.013044,-0.212105,5.012000,0.000000

1.804196,2.822664,9.463381,16.091763,0.020707,0.006141,-0.058623,5.048000,0.000000

2.084413,2.235884,8.486213,16.085880,-0.009937,0.023994,-0.062886,5.208000,0.000000

0.609081,2.408326,8.996352,16.112352,-0.014466,0.041847,0.131631,5.544000,0.000000

-0.842301,1.656290,9.520862,16.094706,0.020973,0.026126,0.031441,6.056000,0.000000

1.339562,3.157967,7.542575,16.109411,0.064140,-0.023169,0.095659,6.072000,0.000000

-0.080685,1.972432,11.532678,16.127058,-0.138904,0.012803,0.231821,5.964000,0.000000

1.250946,1.138966,9.319680,16.115294,-0.020861,0.006141,0.252072,6.396000,0.000000

0.283358,2.746024,10.280083,16.103529,-0.011535,0.012537,0.162008,6.392000,0.000000

1.969452,2.602323,8.522139,16.103529,-0.012335,-0.028232,0.161475,6.796000,0.000000

1.464103,2.015543,8.584409,16.106470,0.010315,0.064497,0.099123,6.864000,0.000000

1.921551,4.515944,8.847861,16.100588,0.097181,0.138040,0.122571,7.140000,0.000000

0.451009,4.269256,9.973520,16.109411,0.001788,0.141238,0.096991,7.144000,0.000000

0.673746,2.470596,5.494833,16.118235,-0.002742,0.102334,0.120440,7.180000,0.000000

1.638939,5.028478,9.947175,16.112352,0.245335,0.042913,0.177729,7.228000,0.000000

0.453404,2.499337,11.714700,16.124117,-0.196993,0.177743,0.326682,7.232000,0.000000

1.073714,2.513707,6.055268,16.124117,-0.049639,0.185471,0.470838,7.276000,0.000000

-0.351322,3.107671,11.168635,16.129999,0.060942,0.221710,0.603803,7.300000,0.000000

-2.118846,1.194051,10.347143,16.141764,0.104376,0.160690,0.468706,7.328000,0.000000

-3.321146,2.750814,8.119775,16.129999,0.104376,0.131379,0.284048,7.344000,0.000000

-6.166430,0.968919,10.229787,16.147646,-0.176742,0.142037,0.260865,7.336000,0.000000

-0.241151,-0.436957,9.571157,16.150587,-0.090675,-0.184379,0.484694,7.332000,0.000000

3.729791,-1.397360,14.263000,16.144705,-0.050972,0.095140,0.903306,7.320000,0.000000

1.054554,-0.144765,10.404624,16.144705,0.016976,0.271538,1.199879,7.296000,0.000000

-2.703231,2.762789,14.564773,16.127058,0.377766,0.389581,0.988308,7.312000,0.000000

0.860558,-0.029804,3.092629,16.138823,-0.121851,0.030656,0.173199,7.296000,0.000000

0.295333,-1.035712,13.601974,16.168234,0.025503,0.318968,0.027178,7.284000,0.000000

4.489012,2.132899,5.533154,16.165293,0.039093,0.137774,0.388501,7.288000,0.000000

-0.281867,-0.561498,9.128078,16.150587,-0.096270,0.353609,0.351196,7.292000,0.000000

-0.135770,2.008358,10.383068,16.162352,0.052682,0.233700,0.278718,7.288000,0.000000

-1.012347,4.903936,8.902946,16.156469,0.070269,0.263011,-0.413551,7.320000,0.000000

1.782640,1.764066,7.743757,16.159410,0.067071,0.163621,-0.785000,7.316000,0.000000

2.589762,1.965247,10.656101,16.177057,0.130489,0.192932,-1.033876,7.324000,0.000000

3.274737,5.026083,7.418034,16.153528,-0.019796,0.396509,-0.962464,7.332000,0.000000

-0.387247,-3.322956,5.303232,16.165293,-0.066693,0.192399,-1.038672,7.324000,0.000000

-1.829049,-0.630954,13.855846,16.182940,-0.216978,-0.098312,-0.921162,7.304000,0.000000

1.078505,4.573424,8.946056,16.171175,0.208829,0.034919,-0.770078,7.300000,0.000000

-1.965565,2.343660,10.229787,16.165293,0.083059,0.095140,-0.693870,7.292000,0.000000

-1.467401,1.196446,9.690907,16.177057,0.107840,-0.051947,-0.335478,7.316000,0.000000

-1.738038,2.956785,9.959150,16.185881,0.027901,-0.060208,-0.008795,7.316000,0.000000

1.001864,3.054981,9.288545,16.179998,0.021772,-0.140146,0.375711,7.344000,0.000000

1.603014,2.729259,5.684040,16.177057,0.124094,-0.084189,0.558770,7.348000,0.000000

2.287989,6.288258,10.601015,16.197645,0.164063,0.177477,0.649101,7.340000,0.000000

-0.248336,7.090590,9.693303,16.174116,0.394287,0.318169,0.564633,7.360000,0.000000

2.220929,-4.304914,8.577224,16.185881,-0.066960,-0.282171,0.349331,7.344000,0.000000

-0.255521,3.390284,8.826305,16.188822,-0.180739,0.022396,0.071144,7.332000,0.000000

-0.789611,-0.405822,9.475356,16.191763,-0.239361,0.266209,-0.062087,7.308000,0.000000

3.059186,3.196287,10.433364,16.182940,-0.332889,0.361602,-0.182262,7.332000,0.000000

1.401832,0.063602,9.631032,16.177057,-0.177275,0.388249,-0.082338,7.324000,0.000000

0.803077,10.019698,10.222602,16.185881,0.008183,0.363734,-0.062087,7.360000,0.000000

-1.388366,4.872801,9.183164,16.182940,0.089188,0.231036,-0.006663,7.364000,0.000000

-2.923573,2.796319,9.017907,16.194704,0.206964,0.209452,-0.091132,7.348000,0.000000

1.006654,-1.617702,12.655942,16.212351,-0.077352,-0.025301,-0.308831,7.352000,0.000000

-1.304540,-2.034435,8.165280,16.197645,-0.148497,0.012270,-0.578225,7.352000,2679.629291

1.519188,3.936348,6.505531,16.191763,0.265586,0.072224,-0.417282,7.364000,2679.629291

-0.080685,0.403695,10.962664,16.206469,-0.609477,-0.158532,-0.375181,7.344000,2679.629291

0.060621,7.255846,8.332932,16.194704,0.637834,0.563581,0.033839,7.364000,2679.629291

2.996915,0.966524,8.469448,16.194704,-0.327027,0.109795,0.155080,7.344000,2679.629291

-2.516420,-0.139975,9.405901,16.209410,0.291965,0.322699,0.343735,7.356000,2679.629291

-4.434831,1.076695,8.776011,16.212351,-0.435211,0.002144,-0.060488,7.360000,2679.629291

1.265316,2.274205,8.797565,16.215292,-0.013401,-0.013577,-0.221698,7.368000,2679.629291

0.896483,0.758158,9.899275,16.221176,-0.171146,0.067161,-0.260868,7.356000,2679.629291

0.530045,6.070311,9.245434,16.212351,-0.051771,0.112193,-0.211306,7.360000,2679.629291

-0.703390,0.748577,8.859837,16.215292,0.160599,0.272071,-0.067416,7.372000,2679.629291

