ax,ay,az,gx,gy,gz,temp,volt,vel

0.800682,0.571346,9.671748,16.577057,-0.001676,-0.005849,-0.001334,2.760000,0.000000

0.451009,0.664752,9.669353,16.609411,-0.002209,-0.007182,-0.002666,2.696000,0.000000

0.501305,0.616851,9.705278,16.603529,-0.004074,-0.011978,-0.005864,2.656000,0.000000

0.589921,0.686307,9.712463,16.600588,-0.003808,-0.013843,-0.001334,2.620000,0.000000

0.656981,0.595296,9.678933,16.591763,-0.004341,-0.016774,0.008259,2.584000,0.000000

0.731227,0.576136,9.681328,16.612352,-0.005940,-0.018906,0.011989,2.552000,0.000000

0.793497,0.580926,9.695698,16.606470,-0.003808,-0.014909,0.008792,2.512000,0.000000

0.800682,0.561766,9.659773,16.632940,-0.004074,-0.010912,0.004795,2.480000,0.000000

0.637821,0.602481,9.652588,16.621176,-0.004607,-0.010379,0.000532,2.444000,0.000000

0.649796,0.628826,9.671748,16.629999,-0.004874,-0.011712,-0.006130,2.412000,0.000000

0.709672,0.633617,9.657377,16.635881,-0.003275,-0.010912,-0.004531,2.376000,0.000000

0.702486,0.547396,9.676538,16.638823,-0.004874,-0.012777,0.006127,2.340000,0.000000

0.719252,0.535421,9.657377,16.641764,-0.003275,-0.011978,0.006394,2.292000,0.000000

0.673746,0.597691,9.640613,16.635881,-0.003541,-0.013577,0.003463,2.260000,0.000000

0.721647,0.604876,9.676538,16.656469,-0.002209,-0.013310,-0.000534,2.232000,0.000000

0.750387,0.626431,9.674143,16.650587,-0.005407,-0.012777,-0.001334,2.200000,0.000000

0.740807,0.590506,9.671748,16.665293,-0.004341,-0.010646,0.003196,2.164000,0.000000

0.716857,0.580926,9.654983,16.650587,-0.003541,-0.007981,0.007460,2.132000,0.000000

0.625846,0.576136,9.664562,16.677057,-0.001143,-0.009846,0.005061,2.100000,0.000000

0.661771,0.614456,9.671748,16.656469,-0.003808,-0.012511,-0.000801,2.072000,0.000000

0.721647,0.626431,9.662168,16.671175,-0.003808,-0.013310,0.000532,2.044000,0.000000

0.793497,0.602481,9.640613,16.653528,-0.003275,-0.012244,0.003729,2.008000,0.000000

0.805472,0.626431,9.669353,16.682940,-0.000344,-0.007981,0.008525,1.976000,0.000000

0.719252,0.602481,9.698093,16.665293,-0.004341,-0.009846,0.013588,1.952000,0.000000

0.702486,0.578531,9.702883,16.685881,-0.003808,-0.010646,0.007460,1.916000,0.000000

0.824632,0.595296,9.686118,16.677057,-0.002742,-0.007448,0.001864,1.888000,0.000000

0.831818,0.621641,9.643007,16.682940,-0.003275,-0.004517,0.003463,1.860000,0.000000

0.858163,0.652777,9.652588,16.679998,-0.002476,-0.005583,0.013322,1.836000,0.000000

0.800682,0.674332,9.702883,16.674116,-0.003808,-0.003451,0.022648,1.800000,0.000000

0.862953,0.595296,9.686118,16.679998,-0.004074,-0.000787,0.017319,1.784000,0.000000

0.877323,0.549791,9.635822,16.691763,-0.001410,0.006941,0.005328,1.752000,0.000000

0.848583,0.621641,9.654983,16.685881,0.000722,0.007740,0.017585,1.720000,0.000000

0.743202,0.717442,9.688513,16.682940,-0.003009,0.008806,0.041567,1.692000,0.000000

0.611476,0.657567,9.666958,16.688822,-0.001943,0.006674,0.054890,1.668000,0.000000

0.702486,0.559371,9.611873,16.685881,-0.003541,0.000546,0.049827,1.632000,0.000000

0.642611,0.585716,9.652588,16.706469,-0.001943,0.000812,0.037303,1.612000,0.000000

0.707277,0.729417,9.547207,16.712351,0.008982,-0.010379,0.016519,1.580000,0.000000

0.963544,0.516261,9.573552,16.718235,-0.007005,-0.007448,0.010657,1.560000,0.000000

0.901273,0.631221,9.693303,16.694704,-0.007538,0.004276,0.000532,1.532000,0.000000

0.673746,0.679122,9.676538,16.715292,0.007384,0.001345,-0.003465,1.508000,0.000000

0.668956,0.456385,9.609477,16.718235,-0.009137,0.000812,0.004262,1.484000,0.000000

0.707277,0.511470,9.753179,16.718235,-0.008338,0.001079,0.011457,1.456000,0.000000

0.678536,0.501890,9.705278,16.706469,-0.002476,0.003477,0.016519,1.432000,0.000000

0.656981,0.489915,9.652588,16.715292,-0.000610,-0.007981,0.019717,1.412000,0.000000

0.839003,0.449200,9.674143,16.709410,-0.001676,0.000279,0.010124,1.388000,0.000000

0.846188,0.636012,9.681328,16.709410,-0.001943,0.013336,-0.011726,1.368000,0.000000

0.747992,0.683912,9.659773,16.735882,-0.004341,-0.001586,-0.019720,1.344000,0.000000

0.712067,0.518656,9.676538,16.735882,-0.005140,0.005076,-0.020785,1.328000,0.000000

0.542020,0.439620,9.650192,16.741764,-0.000877,0.002944,-0.014657,1.292000,0.000000

0.405504,0.506680,9.662168,16.735882,0.001521,-0.008248,-0.000801,1.268000,0.000000

0.120497,0.703072,9.777128,16.750587,0.002054,0.006941,0.013322,1.248000,0.000000

0.467775,0.655172,9.676538,16.741764,-0.003541,-0.028232,0.026112,1.224000,0.000000

0.546810,0.525841,9.750783,16.747646,0.002854,-0.027699,0.031974,1.208000,0.000000

0.927618,0.501890,9.698093,16.735882,-0.000077,-0.034094,0.073542,1.188000,0.000000

0.831818,0.315079,9.757969,16.735882,0.009249,-0.027166,0.109248,1.172000,0.000000

0.455800,0.485125,9.537626,16.753529,0.012180,0.004276,0.148951,1.156000,0.000000

0.918038,0.633617,9.743598,16.759411,0.015644,-0.027433,0.181193,1.144000,0.000000

1.186280,1.093460,9.408296,16.759411,0.023904,-0.034094,0.213435,1.128000,0.000000

0.338444,0.956944,9.573552,16.747646,0.003387,-0.045552,0.253671,1.120000,0.000000

0.747992,1.514984,9.343630,16.756470,-0.003541,-0.089252,0.295506,1.108000,0.000000

0.831818,1.498219,9.611873,16.762352,0.014844,-0.089252,0.348265,1.096000,0.000000

1.387462,1.596414,9.501701,16.753529,-0.000077,-0.088719,0.383705,1.084000,0.000000

1.260526,1.297037,9.489726,16.753529,-0.008071,-0.067402,0.344801,1.076000,0.000000

0.872533,2.013148,9.334050,16.777058,-0.030987,-0.093782,0.296038,1.068000,0.000000

1.976637,1.459898,9.393926,16.768234,0.003120,-0.072731,0.196382,1.060000,0.000000

2.390975,1.356912,9.161609,16.777058,-0.095205,-0.091917,0.161208,1.052000,0.000000

