ax,ay,az,gx,gy,gz,temp,volt,vel

-0.890202,-0.408217,0.817360,36.527058,0.121962,0.007740,-0.000268,7.632000,2777.167906

0.853373,1.035980,3.389611,18.730000,0.539509,0.295253,0.332810,7.656000,2776.057437

-0.705785,-5.576669,7.863508,18.718235,-0.114390,0.021063,0.159610,7.668000,2776.612565

-4.343820,1.165311,11.245275,18.712351,0.111037,0.186004,0.108982,7.652000,2776.612565

-0.042365,5.852364,11.123130,18.709410,0.016443,0.416760,-0.225429,7.680000,2775.502520

-0.892597,-1.023737,0.201840,35.015293,-0.015532,-0.266183,-0.274191,7.672000,2776.057437

-0.890202,-0.408217,0.817360,36.527058,0.121962,0.007740,-0.000268,7.692000,2777.167906

-2.015861,-0.961466,4.587121,35.771175,0.053482,-0.267249,-1.108752,7.692000,2776.612565

-4.291129,5.586517,9.549602,18.412352,-0.102665,-0.047950,0.807114,7.700000,2776.612565

-4.535421,3.550750,5.228986,18.303528,-0.336087,0.729321,0.476967,7.708000,2775.502520

2.831659,2.300550,8.093430,18.453527,0.053482,-0.060741,-0.137762,7.700000,2777.167906

-0.102240,3.397469,4.721242,18.279999,-0.083480,-0.014909,-0.294709,7.704000,2775.502520

-0.890202,-0.408217,0.817360,36.527058,0.121962,0.007740,-0.000268,7.716000,2776.057437

-0.473468,2.896910,11.647639,18.259411,-0.104531,-0.161730,0.362121,7.720000,2777.167906

-0.890202,-0.408217,0.817360,36.527058,0.121962,0.007740,-0.000268,7.724000,2776.612565

2.872374,4.535103,9.736413,18.244705,0.358581,0.070359,1.105551,7.708000,2776.612565

4.105809,-3.706159,7.202482,18.247646,0.318878,-0.702382,1.133796,7.716000,2777.167906

-3.433712,6.230777,7.200087,18.238823,0.429727,0.586763,1.038136,7.704000,2776.612565

2.678378,8.558736,5.092470,18.232941,0.000988,0.087146,0.566231,7.692000,2777.167906

-2.684071,5.246424,11.321917,18.247646,-0.063495,0.807661,0.263797,7.708000,2773.285397

-2.324818,2.880145,10.921947,18.235882,0.266918,0.280331,-0.068749,7.724000,2777.167906

-4.006122,-0.001064,6.795329,18.227058,0.273846,0.371461,-0.319756,7.736000,2776.057437

