ax,ay,az,gx,gy,gz,temp,volt,vel

0.130077,1.028795,9.657377,15.350588,-0.010469,0.015468,-0.114847,0.860000,0.000000

-0.008834,0.956944,9.573552,15.374117,-0.008871,0.004809,-0.168939,0.860000,0.000000

-0.444728,1.007240,9.681328,15.374117,-0.008604,0.007474,-0.210507,0.860000,0.000000

-0.621959,1.318592,9.525652,15.385881,-0.004607,0.024527,-0.242749,0.860000,0.000000

-0.468678,1.028795,9.542417,15.388823,0.002587,-0.043421,-0.336810,0.860000,0.000000

-0.521369,1.105435,9.566367,15.400587,0.005252,-0.041022,-0.440464,0.864000,0.000000

-0.595614,1.541329,9.384345,15.412352,0.000189,-0.058609,-0.459649,0.864000,0.000000

-0.974027,-0.149555,9.939990,15.424116,-0.036050,-0.033295,-0.123640,0.864000,0.000000

-0.439938,-0.156740,9.415481,15.421175,0.015111,-0.116698,-0.206510,0.864000,0.000000

0.582735,0.475545,9.604687,15.432940,0.060410,-0.077261,-0.178531,0.868000,0.000000

-0.552504,1.201236,9.501701,15.424116,0.015910,-0.094848,-0.224629,0.868000,0.000000

-0.612379,1.982013,9.492122,15.429998,0.056946,-0.104707,-0.224896,0.868000,0.000000

0.920433,2.367611,9.326865,15.441763,0.065739,-0.074064,-0.235821,0.864000,0.000000

-0.375272,2.087393,9.432246,15.456469,0.033230,-0.071666,-0.368253,0.868000,0.000000

0.022301,2.413116,8.953242,15.453527,0.001255,-0.066603,-0.422611,0.868000,0.000000

-0.399222,2.032308,9.269384,15.468235,-0.008871,-0.065271,-0.414350,0.868000,0.000000

-0.787216,2.590347,9.410690,15.462351,-0.029921,-0.065537,-0.408222,0.868000,0.000000

-0.689020,3.598651,9.652588,15.456469,0.015644,-0.107638,-0.438332,0.876000,0.000000

-0.078290,3.510035,9.975915,15.485882,0.062808,-0.098045,-0.387704,0.956000,0.000000

-0.732130,3.579490,9.690907,15.488823,0.015644,-0.056744,-0.259802,1.360000,0.000000

0.252223,2.880145,9.528047,15.482941,0.048685,-0.090318,-0.165475,1.600000,0.000000

0.769547,2.432276,9.827424,15.485882,0.024704,-0.077261,-0.060222,1.812000,0.000000

0.879718,-1.016552,9.686118,15.512352,-0.087211,-0.014909,-0.030645,1.760000,0.000000

0.870138,-1.909894,10.042975,15.506470,-0.114656,-0.080459,0.054091,1.716000,0.000000

0.973124,-2.285912,10.105247,15.506470,-0.021128,-0.025568,0.065548,1.668000,0.000000

0.989889,-1.814093,9.592712,15.506470,-0.033385,-0.012777,0.060752,1.624000,0.000000

1.121615,-0.321996,9.403505,15.506470,-0.005673,-0.007448,-0.024249,1.584000,0.000000

-0.315397,0.585716,9.489726,15.512352,0.022305,-0.035160,-0.122841,1.544000,0.000000

-0.183671,2.353240,9.245434,15.527058,0.004719,0.028524,-0.210507,1.504000,0.000000

-0.564479,2.149664,9.240644,15.506470,0.035362,-0.058875,-0.157747,1.464000,0.000000

-1.472191,3.375914,9.252620,15.521175,0.043889,-0.014643,-0.092464,1.428000,0.000000

-1.235084,2.827454,9.120893,15.541763,0.017243,-0.109770,-0.066084,1.384000,0.000000

-0.430358,2.463411,8.680209,15.529999,0.026302,-0.021571,0.002397,1.348000,0.000000

0.288148,3.002291,8.605964,15.529999,0.078529,-0.102042,0.016786,1.316000,0.000000

-0.454308,4.539894,8.651469,15.541763,-0.004607,-0.025035,-0.037573,2.196000,0.000000

2.115548,0.803663,9.346025,15.541763,-0.013933,-0.145742,0.079138,3.156000,0.000000

-0.099845,-0.781840,11.391372,15.532940,-0.005673,-0.067935,-0.095661,3.076000,0.000000

2.084413,-0.463302,10.330379,15.544704,-0.016865,-0.038091,0.029576,3.004000,0.000000

0.460589,-1.102773,10.040581,15.562351,0.042557,-0.013044,0.138293,2.932000,0.000000

-0.404013,-1.572196,10.430969,15.547646,0.074266,-0.030630,0.096725,2.864000,0.000000

0.724042,-1.885944,9.420271,15.556469,0.020440,-0.062073,0.092728,2.804000,0.000000

0.886903,1.191656,10.122011,15.553528,0.041224,-0.003185,0.054623,2.724000,0.000000

1.919157,1.919742,10.047766,15.547646,-0.014733,0.015734,-0.026648,2.664000,0.000000

0.542020,1.761671,9.654983,15.556469,-0.013134,0.055703,-0.079940,2.604000,0.000000

-0.257916,0.834798,9.765154,15.559410,-0.031786,0.032788,-0.149753,2.540000,0.000000

-1.237479,0.061207,9.896879,15.571175,0.009782,-0.009580,-0.196651,2.488000,0.000000

-0.643515,1.124595,9.441826,15.556469,0.035362,-0.034094,-0.186792,2.432000,0.000000

-0.851881,1.570069,9.360395,15.577057,0.039892,-0.076462,0.019717,2.340000,0.000000

0.108522,1.526959,8.356882,15.577057,0.061742,-0.111369,0.143355,2.276000,0.000000

0.589921,3.977064,9.470566,15.562351,-0.072822,-0.107905,0.196648,2.220000,0.000000

-0.861461,0.391720,8.160490,15.577057,-0.115722,0.068227,0.273123,2.164000,0.000000

3.099901,2.966366,8.498188,15.579998,0.019641,0.006941,0.312559,2.100000,0.000000

0.503700,1.577254,6.289979,15.582939,-0.101067,0.272604,0.411417,2.044000,0.000000

3.480709,0.267179,9.451406,15.582939,-0.255082,-0.218753,0.500682,1.988000,0.000000

-0.226781,0.042047,7.449169,15.594706,-0.004874,0.292056,0.711720,1.940000,0.000000

0.661771,-0.892011,9.463381,15.606470,-0.068292,0.069027,0.772740,1.888000,0.000000

2.402951,1.038375,8.711345,15.582939,-0.102133,0.197195,0.939812,1.840000,0.000000

