Program Time [s],data 0
36.4935,9.84501
36.5055,9.79232
36.5175,9.76358
36.5295,9.86417
36.5415,9.83304
36.5535,9.83782
36.5655,9.74921
36.5775,9.84022
36.5895,9.73723
36.6015,9.75639
36.6135,9.82345
36.6255,9.82585
36.6375,9.77076
36.6495,9.81387
36.6615,9.77795
36.6735,9.78274
36.6856,9.81148
36.6975,9.81627
36.7095,9.81387
36.7215,9.77555
36.7335,9.82106
36.7455,9.82585
36.7575,9.78274
36.7695,9.76837
36.7815,9.85938
36.7935,9.81387
36.8055,9.76597
36.8175,9.84022
36.8295,9.87135
36.8415,9.82824
36.8535,9.79711
36.8655,9.85459
36.8775,9.76118
36.8895,9.7995
36.9015,9.7995
36.9135,9.79471
36.9255,9.77316
36.9375,9.79471
36.9495,9.79471
36.9615,9.7995
36.9735,9.81387
36.9855,9.8498
36.9975,9.86177
37.0096,9.81148
37.0216,9.81148
37.0335,9.76837
37.0455,9.86656
37.0575,9.83782
37.0695,9.754
37.0815,9.74921
37.0935,9.82106
37.1055,9.81866
37.1175,9.78992
37.1295,9.754
37.1415,9.75639
37.1535,9.82824
37.1655,9.7995
37.1775,9.77795
37.1895,9.78034
37.2016,9.79232
37.2137,9.7995
37.2255,9.82345
37.2375,9.84501
37.2495,9.81148
37.2615,9.78034
37.2735,9.78274
37.2855,9.84022
37.2975,9.79471
37.3095,9.77795
37.3215,9.84022
37.3335,9.84022
37.3455,9.82585
37.3575,9.83304
37.3696,9.7995
37.3815,9.81387
37.3935,9.7995
37.4056,9.78513
37.4175,9.73244
37.4296,9.78513
37.4415,9.74921
37.4535,9.77076
37.4655,9.79711
37.4775,9.84022
37.4895,9.86656
37.5015,9.78513
37.5136,9.79471
37.5255,9.754
37.5375,9.81627
37.5495,9.77795
37.5615,9.8474
37.5735,9.82345
37.5855,9.79711
37.5976,9.83543
37.6095,9.80908
37.6215,9.82585
37.6335,9.78274
37.6455,9.78034
37.6575,9.83782
37.6695,9.80429
37.6815,9.82585
37.6935,9.78274
37.7055,9.78034
37.7175,9.81866
37.7295,9.79471
37.7415,9.75879
37.7535,9.81627
37.7655,9.77076
37.7775,9.86656
37.7895,9.76837
37.8015,9.81866
37.8135,9.79711
37.8255,9.77795
37.8375,9.83064
37.8495,9.88812
37.8615,9.7995
37.8735,9.82106
37.8855,9.82106
37.8975,9.81866
37.9095,9.82585
37.9215,9.88573
37.9335,9.77555
37.9455,9.82345
37.9575,9.85698
37.9695,9.8019
37.9815,9.77316
37.9935,9.77555
38.0055,9.83782
38.0175,9.82106
38.0295,9.79471
38.0415,9.78992
38.0535,9.83304
38.0655,9.8498
38.0775,9.78992
38.0895,9.83064
38.1015,9.77316
38.1135,9.81627
38.1255,9.82824
38.1375,9.77795
38.1495,9.79471
38.1615,9.78992
38.1735,9.79711
38.1855,9.7995
38.1975,9.78992
38.2095,9.76118
38.2216,9.86896
38.2335,9.77076
38.2455,9.76118
38.2575,9.82824
38.2695,9.83304
38.2815,9.78753
38.2935,9.77316
38.3055,9.82824
38.3175,9.82824
38.3296,9.83304
38.3415,9.84501
38.3535,9.80669
38.3655,9.78513
38.3775,9.83304
38.3895,9.86177
38.4015,9.78513
38.4135,9.81387
38.4255,9.78513
38.4375,9.77076
38.4495,9.78274
38.4615,9.81866
38.4735,9.79711
38.4855,9.79711
38.4975,9.78513
38.5095,9.7995
38.5215,9.77076
38.5335,9.81627
38.5454,9.78513
38.5575,9.84501
38.5695,9.82345
38.5815,9.82106
38.5935,9.76837
38.6055,9.87375
38.6175,9.86896
38.6295,9.81627
38.6415,9.77316
38.6535,9.8953
38.6655,9.80908
38.6775,9.8474
38.6895,9.73244
38.7015,9.83064
38.7135,9.81627
38.7255,9.85219
38.7375,9.82106
38.7495,9.79711
38.7615,9.86417
38.7735,9.82585
38.7855,9.78034
38.7975,9.8498
38.8095,9.85219
38.8215,9.84022
38.8335,9.78753
38.8455,9.81627
38.8575,9.82106
38.8695,9.8474
38.8815,9.81387
38.8935,9.82585
38.9054,9.86656
38.9175,9.83782
38.9295,9.7516
38.9415,9.84261
38.9535,9.83304
38.9655,9.8019
38.9775,9.86177
38.9895,9.81866
39.0015,9.78992
39.0135,9.77555
39.0255,9.8474
39.0375,9.81148
39.0495,9.81148
39.0615,9.83543
39.0735,9.754
39.0855,9.82345
39.0975,9.80429
39.1095,9.72047
39.1215,9.83064
39.1335,9.82106
39.1455,9.84022
39.1575,9.87135
39.1695,9.81148
39.1815,9.80429
39.1935,9.83064
39.2055,9.85698
39.2175,9.72526
39.2295,9.83064
39.2415,9.84501
39.2535,9.78274
39.2654,9.78034
39.2775,9.82585
39.2895,9.75879
39.3016,9.8019
39.3135,9.84501
39.3255,9.78274
39.3375,9.82824
39.3495,9.81627
39.3615,9.76358
39.3735,9.8019
39.3855,9.81627
39.3974,9.79711
39.4095,9.76837
39.4215,9.77076
39.4335,9.84501
39.4454,9.754
39.4575,9.81148
39.4695,9.79232
39.4815,9.81627
39.4935,9.77316
39.5055,9.7061
39.5175,9.78034
39.5295,9.81148
39.5415,9.72526
39.5535,9.84501
39.5655,9.78274
39.5775,9.80429
39.5895,9.84501
39.6015,9.78034
39.6135,9.82345
39.6255,9.78034
39.6375,9.80429
39.6494,9.87375
39.6615,9.77555
39.6735,9.81387
39.6855,9.81866
39.6975,9.80669
39.7095,9.8498
39.7215,9.74202
39.7335,9.78513
39.7455,9.78274
39.7575,9.8953
39.7695,9.73723
39.7814,9.8498
39.7934,9.83782
39.8055,9.84022
39.8175,9.7516
39.8295,9.8019
39.8415,9.7995
39.8535,9.81148
39.8655,9.7995
39.8775,9.80429
39.8895,9.85938
39.9015,9.8498
39.9135,9.81148
39.9255,9.82345
39.9375,9.75639
39.9495,9.81387
39.9615,9.78992
39.9735,9.83304
39.9855,9.79711
39.9975,9.78753
40.0095,9.79471
40.0215,9.8019
40.0335,9.83064
40.0455,9.754
40.0575,9.87135
40.0695,9.79471
40.0815,9.79232
40.0935,9.7516
40.1055,9.83543
40.1175,9.77555
40.1295,9.8019
40.1415,9.83543
40.1535,9.82106
40.1655,9.76837
40.1775,9.77316
40.1895,9.77795
40.2015,9.84501
40.2135,9.81387
40.2255,9.82106
40.2375,9.84022
40.2495,9.80429
40.2615,9.77795
40.2735,9.7995
40.2855,9.73484
40.2975,9.8498
40.3095,9.81627
40.3215,9.80429
40.3335,9.82585
40.3455,9.81387
40.3575,9.79711
40.3695,9.78753
40.3815,9.76837
40.3935,9.79711
40.4055,9.83543
40.4175,9.8019
40.4295,9.85698
40.4415,9.71089
40.4536,9.76837
40.4655,9.82106
40.4775,9.79232
40.4896,9.78992
40.5016,9.73484
40.5135,9.81387
40.5255,9.82585
40.5375,9.82106
40.5495,9.85219
40.5615,9.83782
40.5735,9.72286
40.5855,9.82345
40.5975,9.77555
40.6095,9.80669
40.6215,9.78753
40.6335,9.78992
40.6455,9.74202
40.6575,9.84261
40.6695,9.76118
40.6815,9.80908
40.6935,9.79471
40.7055,9.83543
40.7174,9.83064
40.7295,9.81148
40.7415,9.80429
40.7534,9.77076
40.7655,9.82345
40.7775,9.80669
40.7895,9.73005
40.8015,9.82585
40.8135,9.77555
40.8255,9.78753
40.8375,9.78992
40.8495,9.75639
40.8615,9.77555
40.8735,9.80429
40.8855,9.81627
40.8974,9.83543
40.9095,9.70849
40.9215,9.83304
40.9335,9.87135
40.9455,9.87375
40.9575,9.75639
40.9695,9.85698
40.9815,9.83543
40.9935,9.78992
41.0055,9.76358
41.0175,9.80908
41.0295,9.84501
41.0415,9.76118
41.0535,9.78274
41.0655,9.83064
41.0775,9.77795
41.0895,9.82106
41.1015,9.81387
41.1135,9.83304
41.1255,9.86656
41.1375,9.80669
41.1495,9.83543
41.1615,9.84022
41.1735,9.88093
41.1854,9.80429
41.1975,9.83064
41.2095,9.77555
41.2215,9.7995
41.2335,9.81866
41.2455,9.8498
41.2575,9.81866
41.2695,9.82585
41.2815,9.86417
41.2935,9.77076
41.3055,9.85459
41.3175,9.81866
41.3295,9.85459
41.3415,9.84022
41.3535,9.80429
41.3655,9.81627
41.3775,9.81627
41.3895,9.77316
41.4015,9.78753
41.4135,9.8019
41.4255,9.81627
41.4376,9.81148
41.4495,9.8019
41.4615,9.7995
41.4735,9.83304
41.4855,9.83782
41.4975,9.73963
41.5095,9.82345
41.5215,9.85459
41.5335,9.82345
41.5455,9.85219
41.5575,9.82824
41.5695,9.80669
41.5815,9.8019
41.5935,9.82824
41.6055,9.8019
41.6174,9.77316
41.6295,9.7995
41.6414,9.80908
41.6535,9.86417
41.6655,9.81627
41.6775,9.79711
41.6895,9.76118
41.7015,9.77795
41.7135,9.8474
41.7255,9.75879
41.7375,9.79471
41.7495,9.77555
41.7614,9.80669
41.7735,9.72286
41.7855,9.86896
41.7975,9.78513
41.8095,9.77555
41.8215,9.83064
41.8335,9.75639
41.8455,9.81387
41.8575,9.81627
41.8695,9.78274
41.8815,9.8498
41.8935,9.78513
41.9055,9.82106
41.9175,9.82106
41.9295,9.85938
41.9415,9.85459
41.9535,9.81148
41.9656,9.73244
41.9775,9.82106
41.9895,9.82585
42.0014,9.79711
42.0135,9.72526
42.0255,9.80908
42.0375,9.81866
42.0495,9.78274
42.0615,9.85698
42.0735,9.78034
42.0855,9.81627
42.0975,9.87375
42.1095,9.76118
42.1214,9.77316
42.1335,9.79471
42.1455,9.85938
42.1575,9.76358
42.1695,9.83543
42.1815,9.77316
42.1935,9.84501
42.2055,9.78034
42.2175,9.76597
42.2295,9.81148
42.2415,9.86896
42.2536,9.78992
42.2655,9.78034
42.2776,9.74921
42.2895,9.90488
42.3016,9.73244
42.3136,9.81866
42.3255,9.85698
42.3375,9.8019
42.3495,9.8498
42.3615,9.76837
42.3735,9.77555
42.3855,9.8019
42.3975,9.85938
42.4095,9.82345
42.4215,9.84261
42.4335,9.80429
42.4455,9.81387
42.4575,9.85459
42.4695,9.81148
42.4815,9.77555
42.4935,9.86656
42.5055,9.87375
42.5175,9.83543
42.5295,9.82585
42.5415,9.79232
42.5535,9.81387
42.5655,9.81866
42.5775,9.81148
42.5895,9.8019
42.6015,9.86177
42.6135,9.754
42.6255,9.82585
42.6375,9.73723
42.6495,9.86896
42.6615,9.81148
42.6735,9.74442
42.6855,9.82345
42.6975,9.80908
42.7095,9.86417
42.7215,9.81627
42.7335,9.80908
42.7455,9.79232
42.7575,9.77316
42.7695,9.82106
42.7815,9.85219
42.7935,9.81627
42.8055,9.81627
42.8175,9.754
42.8295,9.81387
42.8415,9.83304
42.8535,9.78992
42.8655,9.84022
42.8775,9.85938
42.8895,9.80429
42.9015,9.71807
42.9134,9.86656
42.9255,9.8474
42.9375,9.82345
42.9495,9.72286
42.9615,9.83304
42.9735,9.77555
42.9855,9.87854
42.9975,9.78513
43.0095,9.7995
43.0215,9.82106
43.0335,9.8019
43.0455,9.7516
43.0575,9.8498
43.0695,9.83543
43.0815,9.8019
43.0935,9.85698
43.1055,9.83782
43.1175,9.83543
43.1295,9.82585
43.1414,9.84501
43.1535,9.76837
43.1655,9.79471
43.1775,9.74442
43.1895,9.81627
43.2014,9.73723
43.2135,9.79232
43.2255,9.75639
43.2374,9.86656
43.2495,9.77316
43.2615,9.79232
43.2735,9.81627
43.2855,9.85698
43.2975,9.79471
43.3095,9.81148
43.3215,9.76597
43.3335,9.81627
43.3455,9.87614
43.3575,9.8498
43.3695,9.80669
43.3814,9.74442
43.3935,9.80669
43.4055,9.78513
43.4175,9.77316
43.4295,9.74681
43.4415,9.83543
43.4535,9.7995
43.4655,9.79471
43.4775,9.77316
43.4894,9.90728
43.5015,9.79711
43.5135,9.78274
43.5255,9.79232
43.5375,9.78034
43.5495,9.81627
43.5615,9.754
43.5735,9.84022
43.5855,9.79232
43.5975,9.79471
43.6095,9.73005
43.6215,9.78274
43.6335,9.83064
43.6455,9.8474
43.6576,9.81148
43.6695,9.85219
43.6815,9.80429
43.6935,9.87375
43.7055,9.75879
43.7175,9.87135
43.7295,9.78753
43.7415,9.80669
43.7535,9.86177
43.7655,9.82106
43.7775,9.80908
43.7895,9.78513
43.8015,9.77795
43.8135,9.76118
43.8255,9.8019
43.8375,9.71089
43.8495,9.80429
43.8615,9.74921
43.8735,9.80429
43.8855,9.83543
43.8975,9.84261
43.9095,9.76837
43.9215,9.74921
43.9335,9.84022
43.9455,9.81148
43.9575,9.85459
43.9695,9.82345
43.9815,9.79711
43.9935,9.7995
44.0055,9.74202
44.0175,9.73723
44.0295,9.85459
44.0415,9.82824
44.0535,9.77076
44.0655,9.79232
44.0775,9.83064
44.0895,9.8977
44.1015,9.73963
44.1135,9.8019
44.1255,9.77555
44.1375,9.80429
44.1495,9.73244
44.1615,9.84261
44.1735,9.77076
44.1855,9.82106
44.1975,9.76837
44.2095,9.78274
44.2215,9.78274
44.2335,9.77795
44.2455,9.80908
44.2575,9.85219
44.2695,9.81387
44.2815,9.86417
44.2935,9.82824
44.3055,9.84022
44.3175,9.80908
44.3295,9.82345
44.3415,9.80908
44.3535,9.80908
44.3655,9.83782
44.3775,9.81627
44.3895,9.77076
44.4015,9.75639
44.4135,9.81387
44.4255,9.8498
44.4375,9.76597
44.4495,9.79711
44.4615,9.86656
44.4735,9.79711
44.4855,9.80429
44.4975,9.79471
44.5095,9.79711
44.5215,9.78753
44.5335,9.81387
44.5455,9.82585
44.5575,9.83304
44.5695,9.7995
44.5815,9.80669
44.5935,9.7995
44.6055,9.73005
44.6175,9.78034
44.6295,9.80429
44.6415,9.85938
44.6535,9.78753
44.6655,9.83543
44.6775,9.75879
44.6896,9.77076
44.7015,9.80908
44.7136,9.79711
44.7255,9.73723
44.7375,9.82345
44.7495,9.79471
44.7615,9.76837
44.7735,9.75639
44.7855,9.82345
44.7975,9.77316
44.8095,9.74442
44.8216,9.78753
44.8335,9.83782
44.8455,9.75639
44.8575,9.83304
44.8695,9.80669
44.8815,9.82345
44.8935,9.77316
44.9055,9.87375
44.9175,9.77076
44.9295,9.85459
44.9415,9.79711
44.9535,9.82345
44.9655,9.86656
44.9775,9.75879
44.9895,9.81148
45.0015,9.81148
45.0135,9.78992
45.0255,9.87135
45.0375,9.72526
45.0495,9.82585
45.0615,9.79232
45.0735,9.8019
45.0855,9.78274
45.0975,9.77555
45.1095,9.78992
45.1215,9.78753
45.1335,9.81387
45.1455,9.78992
45.1575,9.80669
45.1695,9.74921
45.1815,9.83543
45.1935,9.81866
45.2055,9.81387
45.2175,9.84022
45.2295,9.75639
45.2415,9.80908
45.2535,9.79711
45.2655,9.77316
45.2775,9.8474
45.2895,9.78274
45.3015,9.79711
45.3135,9.86177
45.3255,9.80669
45.3375,9.81627
45.3495,9.79471
45.3615,9.87375
45.3735,9.78274
45.3855,9.79471
45.3975,9.78753
45.4095,9.79232
45.4216,9.81148
45.4335,9.82345
45.4455,9.79711
45.4575,9.76358
45.4695,9.86417
45.4815,9.78992
45.4935,9.74921
45.5055,9.74202
45.5175,9.81387
45.5295,9.76837
45.5415,9.83064
45.5535,9.84261
45.5656,9.78513
45.5776,9.86896
45.5895,9.74921
45.6015,9.84261
45.6135,9.7995
45.6255,9.74681
45.6375,9.78274
45.6494,9.81627
45.6615,9.82345
45.6735,9.83304
45.6855,9.85698
45.6975,9.78274
45.7095,9.77316
45.7215,9.79471
45.7335,9.81866
45.7455,9.83304
45.7576,9.81627
45.7695,9.82106
45.7815,9.79232
45.7935,9.80908
45.8055,9.82824
45.8175,9.80908
45.8295,9.80429
45.8415,9.8019
45.8535,9.80669
45.8655,9.8019
45.8775,9.80908
45.8896,9.75879
45.9015,9.84261
45.9135,9.81387
45.9255,9.76837
45.9375,9.77795
45.9495,9.77795
45.9615,9.8019
45.9735,9.79711
45.9855,9.81148
45.9975,9.74442
46.0094,9.80429
46.0215,9.85219
46.0335,9.71328
46.0455,9.81627
46.0575,9.8019
46.0695,9.78034
46.0815,9.73963
46.0935,9.81866
46.1055,9.82345
46.1175,9.79232
46.1295,9.80429
46.1415,9.77316
46.1535,9.77316
46.1655,9.82824
46.1775,9.77795
46.1895,9.78753
46.2015,9.8953
46.2135,9.86417
46.2255,9.8498
46.2375,9.84261
46.2495,9.81148
46.2615,9.87614
46.2735,9.82585
46.2855,9.82824
46.2975,9.83782
46.3095,9.8474
46.3215,9.81866
46.3335,9.81627
46.3455,9.85219
46.3575,9.86656
46.3695,9.79471
46.3815,9.80908
46.3935,9.81866
46.4055,9.74921
46.4175,9.76358
46.4295,9.84501
46.4415,9.87854
46.4535,9.76358
46.4655,9.85938
46.4775,9.78034
46.4895,9.79232
46.5015,9.83304
46.5135,9.74681
46.5255,9.78992
46.5375,9.81866
46.5495,9.85459
46.5615,9.79232
46.5735,9.77316
46.5855,9.82585
46.5976,9.81866
46.6095,9.83304
46.6215,9.7995
46.6335,9.78274
46.6455,9.80669
46.6575,9.7995
46.6695,9.80669
46.6816,9.82585
46.6935,9.8498
46.7055,9.81866
46.7175,9.84261
46.7295,9.77795
46.7415,9.82585
46.7535,9.81866
46.7655,9.81627
46.7775,9.78034
46.7895,9.82585
46.8015,9.8498
46.8135,9.79471
46.8255,9.77795
46.8375,9.78753
46.8495,9.86896
46.8615,9.83064
46.8735,9.83782
46.8855,9.78992
46.8975,9.77316
46.9095,9.74202
46.9215,9.81387
46.9335,9.77316
46.9455,9.81148
46.9575,9.83304
46.9695,9.80429
46.9815,9.81627
46.9935,9.82345
47.0055,9.78513
47.0175,9.83064
47.0295,9.83543
47.0415,9.78753
47.0535,9.73963
47.0655,9.88573
47.0775,9.82345
47.0895,9.75879
47.1015,9.76837
47.1135,9.76358
47.1255,9.83304
47.1375,9.77076
47.1495,9.80669
47.1615,9.80669
47.1735,9.77316
47.1855,9.81387
47.1975,9.79232
47.2095,9.83543
47.2215,9.79232
47.2335,9.83543
47.2455,9.88093
47.2575,9.78513
47.2695,9.82824
47.2814,9.77555
47.2935,9.87135
47.3055,9.79471
47.3175,9.81148
47.3295,9.82585
47.3415,9.82824
47.3535,9.7995
47.3655,9.81148
47.3775,9.82106
47.3895,9.81148
47.4015,9.79471
47.4135,9.83782
47.4255,9.75639
47.4375,9.85698
47.4495,9.73244
47.4615,9.78034
47.4735,9.90967
47.4855,9.76837
47.4975,9.76837
47.5095,9.8498
47.5215,9.76837
47.5335,9.79471
47.5456,9.81627
47.5575,9.91686
47.5695,9.82585
47.5815,9.80669
47.5935,9.78274
47.6055,9.74202
47.6175,9.83064
47.6295,9.80908
47.6415,9.81148
47.6535,9.83304
47.6655,9.83064
47.6775,9.85938
47.6895,9.79232
47.7015,9.8019
47.7135,9.79711
47.7255,9.75639
47.7375,9.8019
47.7495,9.78992
47.7615,9.82106
47.7735,9.83304
47.7855,9.83304
47.7975,9.82824
47.8095,9.86417
47.8215,9.80669
47.8335,9.79471
47.8455,9.78034
47.8575,9.82345
47.8695,9.83304
47.8815,9.81148
47.8935,9.81866
47.9055,9.82106
47.9175,9.84022
47.9295,9.79471
47.9415,9.77555
47.9536,9.7995
47.9655,9.83064
47.9775,9.81627
47.9895,9.79711
48.0016,9.85459
48.0135,9.8498
48.0256,9.89291
48.0375,9.84261
48.0495,9.79471
48.0615,9.86656
48.0737,9.78753
48.0855,9.79232
48.0975,9.81627
48.1096,9.79711
48.1216,9.79471
48.1336,9.76118
48.1455,9.76118
48.1575,9.77795
48.1695,9.83064
48.1815,9.77316
48.1936,9.76597
48.2056,9.78513
48.2175,9.78513
48.2295,9.754
48.2415,9.77316
48.2535,9.80908
48.2655,9.74921
48.2775,9.77076
48.2895,9.79711
48.3015,9.77795
48.3135,9.79232
48.3255,9.78034
48.3375,9.83304
48.3495,9.83543
48.3615,9.79471
48.3735,9.81866
48.3855,9.78034
48.3975,9.79471
48.4095,9.82106
48.4215,9.80429
48.4335,9.81387
48.4455,9.79232
48.4575,9.79471
48.4695,9.79232
48.4816,9.8498
48.4935,9.8019
48.5055,9.80669
48.5175,9.82824
48.5295,9.77076
48.5415,9.77076
48.5535,9.81148
48.5655,9.78274
48.5775,9.82824
48.5895,9.80669
48.6015,9.84261
48.6135,9.85459
48.6255,9.82345
48.6375,9.77555
48.6495,9.84022
48.6615,9.72286
48.6735,9.83782
48.6855,9.81148
48.6975,9.76358
48.7095,9.80908
48.7215,9.78992
48.7335,9.83543
48.7455,9.84501
48.7575,9.77555
48.7696,9.87854
48.7815,9.80429
48.7935,9.80908
48.8055,9.84022
48.8175,9.82345
48.8295,9.84501
48.8415,9.77555
48.8535,9.84261
48.8655,9.81387
48.8775,9.75879
48.8895,9.7995
48.9015,9.81866
48.9135,9.81148
48.9255,9.83064
48.9375,9.78753
48.9495,9.84261
48.9615,9.7995
48.9735,9.85219
48.9855,9.80908
48.9975,9.81866
49.0095,9.81387
49.0215,9.81387
49.0335,9.78513
49.0455,9.87375
49.0574,9.74442
49.0695,9.7995
49.0815,9.82345
49.0936,9.81148
49.1055,9.82345
49.1175,9.76118
49.1295,9.79232
49.1415,9.83304
49.1535,9.80429
49.1655,9.84022
49.1775,9.86177
49.1895,9.80908
49.2015,9.8019
49.2135,9.81627
49.2255,9.82585
49.2375,9.7995
49.2495,9.75879
49.2615,9.78753
49.2735,9.77795
49.2855,9.80908
49.2975,9.82106
49.3095,9.70131
49.3215,9.80669
49.3335,9.86896
49.3455,9.78034
49.3575,9.78513
49.3695,9.85219
49.3815,9.78753
49.3935,9.81866
49.4055,9.76837
49.4175,9.79471
49.4295,9.83782
49.4415,9.83543
49.4535,9.77076
49.4655,9.81866
49.4775,9.83064
49.4895,9.76597
49.5015,9.7995
49.5135,9.80908
49.5255,9.81866
49.5375,9.78274
49.5495,9.8019
49.5615,9.82345
49.5735,9.81387
49.5855,9.77316
49.5975,9.79232
49.6095,9.85698
49.6215,9.79471
49.6335,9.79711
49.6455,9.81866
49.6575,9.85698
49.6695,9.83543
49.6815,9.83543
49.6935,9.78274
49.7055,9.8019
49.7175,9.77076
49.7295,9.78034
49.7415,9.79711
49.7535,9.8019
49.7656,9.77555
49.7776,9.8019
49.7896,9.81866
49.8015,9.80669
49.8136,9.83304
49.8255,9.82345
49.8375,9.80429
49.8494,9.7516
49.8615,9.73963
49.8735,9.78034
49.8855,9.8474
49.8975,9.81866
49.9095,9.82585
49.9215,9.76118
49.9335,9.77076
49.9455,9.81148
49.9575,9.78034
49.9695,9.88573
49.9815,9.81866
49.9935,9.89051
50.0055,9.83304
50.0175,9.78034
50.0295,9.86896
50.0415,9.78753
50.0535,9.81387
50.0655,9.82106
50.0775,9.83064
50.0895,9.82345
50.1016,9.77795
50.1135,9.83304
50.1255,9.81866
50.1375,9.87614
50.1495,9.85219
50.1615,9.81627
50.1735,9.81627
50.1855,9.75879
50.1975,9.89291
50.2095,9.72765
50.2215,9.85698
50.2335,9.77316
50.2455,9.78034
50.2575,9.73244
50.2695,9.82824
50.2815,9.83543
50.2935,9.76118
50.3055,9.88093
50.3175,9.79232
50.3295,9.80669
50.3415,9.76118
50.3535,9.78274
50.3655,9.80669
50.3775,9.79711
50.3895,9.81148
50.4015,9.83064
50.4135,9.78513
50.4256,9.81866
50.4375,9.754
50.4495,9.754
50.4615,9.8019
50.4735,9.78274
50.4855,9.83782
50.4975,9.83304
50.5095,9.83304
50.5215,9.79232
50.5335,9.85698
50.5455,9.75639
50.5574,9.78753
50.5695,9.81148
50.5815,9.83543
50.5935,9.85219
50.6055,9.83064
50.6175,9.81148
50.6295,9.81866
50.6415,9.80429
50.6535,9.83304
50.6655,9.83543
50.6775,9.74442
50.6895,9.77316
50.7015,9.8019
50.7135,9.85698
50.7255,9.78513
50.7375,9.76597
50.7495,9.9911
50.7615,9.66299
50.7735,9.78274
50.7855,9.86177
50.7975,9.77555
50.8095,9.74681
50.8215,9.81866
50.8336,9.74681
50.8455,9.86177
50.8575,9.77555
50.8695,9.79232
50.8815,9.74921
50.8935,9.81866
50.9055,9.73723
50.9175,9.78034
50.9295,9.84261
50.9415,9.73484
50.9535,9.75639
50.9655,9.82824
50.9774,9.80669
50.9895,9.81627
51.0015,9.79471
51.0135,9.78513
51.0255,9.82106
51.0375,9.80429
51.0495,9.91686
51.0615,9.73723
51.0735,9.83304
51.0855,9.92165
51.0975,9.75639
51.1095,9.81627
51.1215,9.76358
51.1335,9.91207
51.1455,9.72047
51.1576,9.81387
51.1695,9.98631
51.1815,9.63664
51.1935,9.80908
51.2055,9.77076
51.2175,9.74921
51.2295,9.79471
51.2415,9.81866
51.2535,9.76597
51.2655,9.81627
51.2775,9.78753
51.2896,9.8474
51.3015,9.73244
51.3135,9.83782
51.3255,9.81387
51.3375,9.84501
51.3495,9.80429
51.3615,9.74442
51.3735,9.79711
51.3855,9.73723
51.3975,9.86177
51.4095,9.86656
51.4215,9.78992
51.4335,9.81387
51.4455,9.8019
51.4575,9.73723
51.4695,9.82106
51.4815,9.84261
51.4935,9.80429
51.5055,9.82585
51.5175,9.7995
51.5295,9.77555
51.5415,9.92165
51.5535,9.77316
51.5655,9.73005
51.5775,9.86177
51.5895,9.76118
51.6015,9.74681
51.6135,9.79232
51.6255,9.80669
51.6375,9.81866
51.6495,9.77316
51.6615,9.84261
51.6736,9.80669
51.6855,9.83064
51.6975,9.77555
51.7095,9.79232
51.7215,9.78992
51.7335,9.78274
51.7455,9.81627
51.7575,9.81866
51.7695,9.7995
51.7815,9.82824
51.7936,9.80429
51.8055,9.80669
51.8175,9.81866
51.8295,9.7995
51.8415,9.82585
51.8535,9.81387
51.8655,9.78274
51.8775,9.80429
51.8895,9.8953
51.9015,9.80429
51.9135,9.86177
51.9255,9.7995
51.9375,9.80908
51.9495,9.89051
51.9615,9.76358
51.9736,9.74681
51.9855,9.8474
51.9975,9.7995
52.0095,9.7061
52.0215,9.81148
52.0335,9.84261
52.0455,9.80669
52.0575,9.82106
52.0695,9.754
52.0815,9.78992
52.0935,9.91207
52.1055,9.79471
52.1175,9.80429
52.1295,9.77076
52.1415,9.78513
52.1535,9.81866
52.1655,9.81627
52.1775,9.7516
52.1896,9.85698
52.2016,9.79232
52.2135,9.7995
52.2255,9.78034
52.2375,9.90728
52.2495,9.77795
52.2615,9.84022
52.2735,9.78034
52.2855,9.86896
52.2975,9.74921
52.3095,9.81627
52.3215,9.81387
52.3335,9.79232
52.3455,9.86896
52.3575,9.78513
52.3695,9.82345
52.3815,9.81627
52.3935,9.79471
52.4055,9.79471
52.4175,9.87854
52.4295,9.82106
52.4415,9.77795
52.4536,9.8019
52.4655,9.82106
52.4775,9.78274
52.4895,9.80429
52.5015,9.754
52.5135,9.80908
52.5255,9.79711
52.5375,9.79711
52.5495,9.76118
52.5615,9.81627
52.5735,9.78513
52.5855,9.81148
52.5975,9.86656
52.6095,9.7995
52.6214,9.77076
52.6335,9.77316
52.6455,9.78753
52.6575,9.77316
52.6695,9.79711
52.6815,9.87135
52.6935,9.80908
52.7055,9.82345
52.7175,9.76597
52.7295,9.79471
52.7415,9.85459
52.7534,9.78753
52.7655,9.82106
52.7775,9.81866
52.7895,9.75879
52.8015,9.82106
52.8135,9.79232
52.8255,9.75879
52.8375,9.81387
52.8494,9.80429
52.8615,9.85459
52.8735,9.79471
52.8855,9.83304
52.8975,9.78992
52.9095,9.82345
52.9215,9.8019
52.9335,9.87614
52.9455,9.82824
52.9575,9.85459
52.9695,9.79711
52.9815,9.77795
52.9935,9.82106
53.0055,9.76118
53.0175,9.80429
53.0295,9.8498
53.0415,9.75639
53.0535,9.74202
53.0655,9.76837
53.0775,9.78753
53.0895,9.82585
53.1015,9.77795
53.1135,9.82345
53.1255,9.72047
53.1376,9.83304
53.1495,9.73484
53.1615,9.77795
53.1735,9.80429
53.1855,9.83064
53.1975,9.83543
53.2095,9.90009
53.2215,9.81387
53.2335,9.82106
53.2455,9.79232
53.2575,9.71568
53.2695,9.85459
53.2815,9.83304
